Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
7-January-2021,15.00,15.00,14.25,14.25,14.400000000000000000,10,2,144.00,10,100.00,0.75,-0.75
6-January-2021,15.00,15.00,14.90,15.00,14.988188976377952755,2032,10,30456.00,2032,100.00,0.10,0.00
5-January-2021,15.60,15.60,14.85,14.85,15.009554140127388535,628,13,9426.00,628,100.00,0.75,-0.75
4-January-2021,16.75,16.75,15.60,15.60,15.740601503759398496,532,13,8374.00,532,100.00,1.15,-1.15
1-January-2021,16.40,16.40,16.40,16.40,16.399122807017543859,228,3,3739.00,228,100.00,0.00,0.00
31-December-2020,16.50,16.50,16.50,16.50,16.480000000000000000,25,2,412.00,25,100.00,0.00,0.00
29-December-2020,16.50,16.50,16.50,16.50,16.500000000000000000,42,3,693.00,42,100.00,0.00,0.00
28-December-2020,16.80,16.80,16.50,16.50,16.572413793103448275,145,7,2403.00,145,100.00,0.30,-0.30
24-December-2020,15.35,16.00,15.35,16.00,15.361391694725028058,891,15,13687.00,891,100.00,0.65,0.65
23-December-2020,16.15,16.15,16.15,16.15,16.140000000000000000,50,1,807.00,50,100.00,0.00,0.00
21-December-2020,16.20,17.00,16.20,17.00,16.392282958199356913,933,8,15294.00,933,100.00,0.80,0.80
18-December-2020,17.05,17.05,17.05,17.05,17.050000000000000000,100,1,1705.00,100,100.00,0.00,0.00
17-December-2020,18.00,18.00,17.90,17.90,17.926380368098159509,163,5,2922.00,163,100.00,0.10,-0.10
16-December-2020,19.00,19.00,18.05,18.05,18.243027888446215139,251,4,4579.00,251,100.00,0.95,-0.95
14-December-2020,19.00,19.00,19.00,19.00,19.000000000000000000,10,1,190.00,10,100.00,0.00,0.00
9-December-2020,19.00,19.00,19.00,19.00,19.000000000000000000,5,1,95.00,5,100.00,0.00,0.00
4-December-2020,19.00,19.00,19.00,19.00,19.000000000000000000,10,1,190.00,10,100.00,0.00,0.00
24-November-2020,19.10,19.10,19.10,19.10,19.000000000000000000,1,1,19.00,1,100.00,0.00,0.00
20-November-2020,19.70,19.70,19.70,19.70,19.571428571428571428,7,2,137.00,7,100.00,0.00,0.00
12-November-2020,18.80,18.80,18.80,18.80,18.000000000000000000,1,1,18.00,1,100.00,0.00,0.00
4-November-2020,17.95,17.95,17.95,17.95,17.900000000000000000,10,1,179.00,10,100.00,0.00,0.00
3-November-2020,17.10,17.10,17.10,17.10,17.000000000000000000,5,1,85.00,5,100.00,0.00,0.00
7-October-2020,16.30,16.30,16.30,16.30,16.000000000000000000,1,1,16.00,1,100.00,0.00,0.00
29-September-2020,16.30,16.30,16.30,16.30,16.000000000000000000,2,2,32.00,2,100.00,0.00,0.00
28-September-2020,16.35,16.35,16.35,16.35,16.300000000000000000,10,1,163.00,10,100.00,0.00,0.00
25-September-2020,16.35,16.35,16.35,16.35,16.300000000000000000,10,1,163.00,10,100.00,0.00,0.00
11-September-2020,17.20,17.20,17.20,17.20,17.200000000000000000,5,1,86.00,5,100.00,0.00,0.00
9-September-2020,18.10,18.10,18.10,18.10,18.100000000000000000,20,1,362.00,20,100.00,0.00,0.00
7-September-2020,19.00,19.00,19.00,19.00,19.000000000000000000,2,2,38.00,2,100.00,0.00,0.00
31-August-2020,19.00,19.00,19.00,19.00,19.000000000000000000,10,1,190.00,10,100.00,0.00,0.00
28-August-2020,20.00,20.00,20.00,20.00,20.000000000000000000,1,1,20.00,1,100.00,0.00,0.00
11-August-2020,20.20,20.20,20.00,20.00,20.033333333333333333,600,3,12020.00,600,100.00,0.20,-0.20
4-August-2020,20.20,20.20,20.20,20.20,20.200000000000000000,5,1,101.00,5,100.00,0.00,0.00
31-July-2020,20.20,20.20,20.20,20.20,20.000000000000000000,1,1,20.00,1,100.00,0.00,0.00
30-July-2020,20.20,20.20,20.20,20.20,20.200000000000000000,5,1,101.00,5,100.00,0.00,0.00
27-July-2020,20.20,20.20,20.20,20.20,20.000000000000000000,3,1,60.00,3,100.00,0.00,0.00
20-July-2020,20.20,20.20,20.20,20.20,20.200000000000000000,10,1,202.00,10,100.00,0.00,0.00
16-July-2020,20.20,20.20,20.20,20.20,20.200000000000000000,10,1,202.00,10,100.00,0.00,0.00
9-July-2020,20.20,20.20,20.20,20.20,20.000000000000000000,3,1,60.00,3,100.00,0.00,0.00
7-July-2020,20.20,20.20,20.20,20.20,20.200000000000000000,10,1,202.00,10,100.00,0.00,0.00
2-July-2020,20.20,20.20,20.20,20.20,20.000000000000000000,1,1,20.00,1,100.00,0.00,0.00
29-June-2020,20.30,20.30,20.20,20.20,20.264900662251655629,151,3,3060.00,151,100.00,0.10,-0.10
26-June-2020,19.35,19.35,19.35,19.35,19.250000000000000000,8,1,154.00,8,100.00,0.00,0.00
8-June-2020,18.45,18.45,18.45,18.45,18.000000000000000000,1,1,18.00,1,100.00,0.00,0.00
8-April-2020,17.60,17.60,17.60,17.60,17.333333333333333333,3,1,52.00,3,100.00,0.00,0.00
7-April-2020,17.60,17.60,17.60,17.60,17.500000000000000000,6,1,105.00,6,100.00,0.00,0.00
3-April-2020,17.60,17.60,17.60,17.60,17.333333333333333333,3,1,52.00,3,100.00,0.00,0.00
30-March-2020,17.60,17.60,17.60,17.60,17.500000000000000000,6,1,105.00,6,100.00,0.00,0.00
11-March-2020,17.60,17.60,17.60,17.60,17.600000000000000000,10,1,176.00,10,100.00,0.00,0.00
24-February-2020,17.60,17.60,17.60,17.60,17.000000000000000000,1,1,17.00,1,100.00,0.00,0.00
13-February-2020,17.60,17.60,17.60,17.60,17.000000000000000000,1,1,17.00,1,100.00,0.00,0.00
12-February-2020,17.60,17.60,17.60,17.60,17.000000000000000000,1,1,17.00,1,100.00,0.00,0.00
28-January-2020,16.80,16.80,16.80,16.80,16.666666666666666666,3,1,50.00,3,100.00,0.00,0.00
16-January-2020,16.00,16.00,16.00,16.00,16.000000000000000000,1,1,16.00,1,100.00,0.00,0.00
10-January-2020,16.60,16.60,16.60,16.60,16.600000000000000000,25,1,415.00,25,100.00,0.00,0.00
20-December-2019,16.60,16.60,16.60,16.60,16.000000000000000000,1,1,16.00,1,100.00,0.00,0.00
17-December-2019,16.70,16.70,16.70,16.70,16.700000000000000000,50,1,835.00,50,100.00,0.00,0.00
9-December-2019,15.95,15.95,15.95,15.95,15.940000000000000000,50,1,797.00,50,100.00,0.00,0.00
6-December-2019,16.00,16.00,16.00,16.00,16.000000000000000000,1,1,16.00,1,100.00,0.00,0.00
29-November-2019,16.00,16.00,16.00,16.00,16.000000000000000000,3,1,48.00,3,100.00,0.00,0.00
27-November-2019,16.80,16.80,16.80,16.80,16.800000000000000000,1100,1,18480.00,1100,100.00,0.00,0.00
23-October-2019,16.00,16.00,16.00,16.00,16.000000000000000000,9,5,144.00,9,100.00,0.00,0.00
22-October-2019,15.25,15.25,15.25,15.25,15.250000000000000000,320,2,4880.00,320,100.00,0.00,0.00
4-October-2019,15.33,15.33,15.33,15.33,15.000000000000000000,1,1,15.00,1,100.00,0.00,0.00
24-September-2019,15.33,15.33,15.33,15.33,15.266666666666666666,15,4,229.00,15,100.00,0.00,0.00
20-September-2019,14.60,14.60,14.60,14.60,14.600000000000000000,450,3,6570.00,450,100.00,0.00,0.00
6-June-2019,13.91,13.91,13.91,13.91,13.909615384615384615,520,3,7233.00,520,100.00,0.00,0.00
4-June-2019,13.25,13.25,13.25,13.25,13.246445497630331753,211,3,2795.00,211,100.00,0.00,0.00
3-June-2019,13.25,13.25,13.25,13.25,13.244444444444444444,45,2,596.00,45,100.00,0.00,0.00
28-May-2019,13.25,13.25,13.25,13.25,13.200000000000000000,5,1,66.00,5,100.00,0.00,0.00
24-May-2019,13.30,13.30,13.30,13.30,13.300000000000000000,400,1,5320.00,400,100.00,0.00,0.00
13-May-2019,14.00,14.00,14.00,14.00,14.000000000000000000,500,1,7000.00,500,100.00,0.00,0.00
8-May-2019,14.90,14.90,14.50,14.50,14.833333333333333333,600,2,8900.00,600,100.00,0.40,-0.40
7-May-2019,15.00,15.00,15.00,15.00,15.000000000000000000,400,1,6000.00,400,100.00,0.00,0.00
6-May-2019,15.75,15.75,15.75,15.75,15.748502994011976047,501,2,7890.00,501,100.00,0.00,0.00
26-April-2019,16.10,16.10,16.10,16.10,16.100000000000000000,500,1,8050.00,500,100.00,0.00,0.00
24-April-2019,16.75,16.75,16.75,16.75,16.750000000000000000,200,2,3350.00,200,100.00,0.00,0.00
23-April-2019,17.50,17.50,17.50,17.50,17.500000000000000000,500,2,8750.00,500,100.00,0.00,0.00
10-April-2019,18.35,18.35,18.35,18.35,18.348571428571428571,350,3,6422.00,350,100.00,0.00,0.00
9-April-2019,18.50,18.50,18.50,18.50,18.400000000000000000,5,1,92.00,5,100.00,0.00,0.00
4-April-2019,19.45,19.45,19.45,19.45,19.400000000000000000,5,1,97.00,5,100.00,0.00,0.00
27-March-2019,19.45,19.45,19.45,19.45,19.363636363636363636,11,3,213.00,11,100.00,0.00,0.00
22-March-2019,19.50,20.45,19.50,20.45,19.546875000000000000,64,2,1251.00,64,100.00,0.95,0.95
19-March-2019,19.50,19.50,19.50,19.50,19.500000000000000000,100,2,1950.00,100,100.00,0.00,0.00
12-March-2019,18.60,18.60,18.60,18.60,18.500000000000000000,4,2,74.00,4,100.00,0.00,0.00
11-March-2019,17.75,17.75,17.75,17.75,17.600000000000000000,5,1,88.00,5,100.00,0.00,0.00
7-March-2019,16.00,16.95,16.00,16.95,16.022774327122153209,483,5,7739.00,483,100.00,0.95,0.95
21-February-2019,16.15,16.15,16.15,16.15,16.145631067961165048,206,4,3326.00,206,100.00,0.00,0.00
15-February-2019,15.40,15.40,15.40,15.40,15.400000000000000000,500,2,7700.00,500,100.00,0.00,0.00
15-January-2019,15.40,15.40,15.40,15.40,15.400000000000000000,200,1,3080.00,200,100.00,0.00,0.00
14-January-2019,15.45,15.45,15.45,15.45,15.000000000000000000,2,1,30.00,2,100.00,0.00,0.00
24-December-2018,15.45,15.45,15.45,15.45,15.450000000000000000,900,2,13905.00,900,100.00,0.00,0.00
17-December-2018,14.75,14.75,14.75,14.75,14.750000000000000000,500,1,7375.00,500,100.00,0.00,0.00
14-December-2018,16.15,16.15,15.40,15.40,16.145418326693227091,502,2,8105.00,502,100.00,0.75,-0.75
13-December-2018,15.40,15.40,15.40,15.40,15.400000000000000000,500,1,7700.00,500,100.00,0.00,0.00
12-December-2018,16.00,16.00,16.00,16.00,16.000000000000000000,500,1,8000.00,500,100.00,0.00,0.00
10-December-2018,16.50,16.50,16.50,16.50,16.500000000000000000,500,1,8250.00,500,100.00,0.00,0.00
7-December-2018,16.80,16.80,16.80,16.80,16.800000000000000000,500,1,8400.00,500,100.00,0.00,0.00
3-December-2018,16.00,16.00,16.00,16.00,16.000000000000000000,500,1,8000.00,500,100.00,0.00,0.00
28-November-2018,16.15,16.15,16.15,16.15,16.150000000000000000,1000,2,16150.00,1000,100.00,0.00,0.00
27-November-2018,17.00,17.00,17.00,17.00,17.000000000000000000,3,1,51.00,3,100.00,0.00,0.00
21-November-2018,17.50,17.50,17.50,17.50,17.500000000000000000,500,1,8750.00,500,100.00,0.00,0.00
20-November-2018,18.05,18.05,18.05,18.05,18.050000000000000000,500,1,9025.00,500,100.00,0.00,0.00
16-November-2018,19.00,19.00,19.00,19.00,19.000000000000000000,100,1,1900.00,100,100.00,0.00,0.00
15-November-2018,20.00,20.00,20.00,20.00,20.000000000000000000,500,3,10000.00,500,100.00,0.00,0.00
