Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
7-January-2021,16.70,16.70,16.70,16.70,16.700000000000000000,100,1,1670.00,100,100.00,0.00,0.00
6-January-2021,16.80,16.80,16.80,16.80,16.800000000000000000,2015,4,33852.00,2015,100.00,0.00,0.00
31-December-2020,16.00,16.00,16.00,16.00,16.000000000000000000,2,1,32.00,2,100.00,0.00,0.00
18-December-2020,15.25,15.25,15.25,15.25,15.166666666666666666,6,1,91.00,6,100.00,0.00,0.00
16-December-2020,15.25,15.25,15.25,15.25,15.249965531504205156,7253,6,110608.00,7253,100.00,0.00,0.00
15-December-2020,17.25,17.25,15.61,15.61,16.291472085489503134,23769,23,387232.00,23769,100.00,1.64,-1.64
14-December-2020,16.43,16.43,16.43,16.43,16.400000000000000000,10,1,164.00,10,100.00,0.00,0.00
11-December-2020,15.65,15.65,15.65,15.65,15.600000000000000000,15,3,234.00,15,100.00,0.00,0.00
9-December-2020,14.91,14.91,14.91,14.91,14.909090909090909090,11,2,164.00,11,100.00,0.00,0.00
25-November-2020,14.91,14.91,14.91,14.91,14.900000000000000000,10,2,149.00,10,100.00,0.00,0.00
24-November-2020,14.66,15.39,14.20,14.20,14.438613861386138613,1010,4,14583.00,1010,100.00,1.19,-0.46
23-November-2020,14.66,14.66,14.66,14.66,14.000000000000000000,1,1,14.00,1,100.00,0.00,0.00
18-November-2020,13.97,13.97,13.97,13.97,13.900000000000000000,10,1,139.00,10,100.00,0.00,0.00
17-November-2020,13.31,13.31,13.31,13.31,13.200000000000000000,5,1,66.00,5,100.00,0.00,0.00
14-November-2020,12.70,12.70,12.70,12.70,12.700000000000000000,350,2,4445.00,350,100.00,0.00,0.00
13-November-2020,13.35,13.35,13.35,13.35,13.333333333333333333,3,1,40.00,3,100.00,0.00,0.00
11-November-2020,13.55,13.55,13.55,13.55,13.550000000000000000,300,2,4065.00,300,100.00,0.00,0.00
10-November-2020,15.43,15.43,14.25,14.25,14.678200692041522491,578,3,8484.00,578,100.00,1.18,-1.18
9-November-2020,14.70,14.70,14.70,14.70,14.700000000000000000,50,1,735.00,50,100.00,0.00,0.00
4-November-2020,15.04,15.04,15.04,15.04,15.000000000000000000,13,2,195.00,13,100.00,0.00,0.00
3-November-2020,14.05,14.33,13.95,14.33,14.000000000000000000,3001,4,42014.00,3001,100.00,0.38,0.28
27-October-2020,14.33,14.33,14.33,14.33,14.000000000000000000,1,1,14.00,1,100.00,0.00,0.00
19-October-2020,14.28,14.28,13.65,13.65,13.950000000000000000,20,2,279.00,20,100.00,0.63,-0.63
16-October-2020,13.60,13.60,13.60,13.60,13.600000000000000000,5,1,68.00,5,100.00,0.00,0.00
15-October-2020,13.63,13.63,12.90,12.96,12.964356435643564356,505,8,6547.00,505,100.00,0.73,-0.67
14-October-2020,13.70,13.70,12.90,12.99,12.986138613861386138,505,6,6558.00,505,100.00,0.80,-0.71
12-October-2020,13.96,13.96,12.68,13.05,12.794139465875370919,2696,12,34493.00,2696,100.00,1.28,-0.91
9-October-2020,13.91,13.91,13.30,13.30,13.314009661835748792,207,4,2756.00,207,100.00,0.61,-0.61
7-October-2020,13.25,14.03,13.10,13.25,13.596646942800788954,1014,8,13787.00,1014,100.00,0.93,0.00
6-October-2020,13.77,13.77,13.00,13.37,13.333333333333333333,21,2,280.00,21,100.00,0.77,-0.40
5-October-2020,12.50,13.12,12.50,13.12,13.000000000000000000,11,2,143.00,11,100.00,0.62,0.62
1-October-2020,13.41,13.41,12.50,12.50,13.272727272727272727,11,2,146.00,11,100.00,0.91,-0.91
30-September-2020,14.07,14.07,12.78,12.78,13.833333333333333333,12,3,166.00,12,100.00,1.29,-1.29
29-September-2020,13.40,13.40,13.40,13.40,13.375000000000000000,8,1,107.00,8,100.00,0.00,0.00
28-September-2020,15.39,15.39,13.97,14.10,14.090909090909090909,110,2,1550.00,110,100.00,1.42,-1.29
25-September-2020,14.68,14.68,14.66,14.66,14.670833333333333333,240,3,3521.00,240,100.00,0.02,-0.02
24-September-2020,14.06,15.48,14.06,15.41,15.380952380952380952,21,2,323.00,21,100.00,1.42,1.35
18-September-2020,14.85,16.18,14.75,14.75,15.192857142857142857,420,7,6381.00,420,100.00,1.43,-0.10
17-September-2020,14.00,15.41,14.00,15.41,15.312500000000000000,16,2,245.00,16,100.00,1.41,1.41
16-September-2020,13.40,14.68,13.30,14.68,13.367475292003593890,1113,13,14878.00,1113,100.00,1.38,1.28
15-September-2020,13.99,13.99,13.99,13.99,13.750000000000000000,4,1,55.00,4,100.00,0.00,0.00
14-September-2020,13.00,13.99,13.00,13.90,13.818181818181818181,11,2,152.00,11,100.00,0.99,0.90
11-September-2020,13.33,13.33,13.33,13.33,13.300000000000000000,10,2,133.00,10,100.00,0.00,0.00
