Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
12-October-2020,5.75,5.75,5.75,5.75,5.750000000000000000,24,3,138.00,24,100.00,0.00,0.00
28-August-2020,6.05,6.05,6.05,6.05,6.000000000000000000,1,1,6.00,1,100.00,0.00,0.00
26-August-2020,6.11,6.11,6.11,6.11,6.090909090909090909,11,1,67.00,11,100.00,0.00,0.00
20-August-2020,6.43,6.43,6.11,6.11,6.390476190476190476,105,7,671.00,105,100.00,0.32,-0.32
4-August-2020,6.43,6.43,6.43,6.43,6.250000000000000000,4,1,25.00,4,100.00,0.00,0.00
2-July-2020,6.76,6.76,6.76,6.76,6.500000000000000000,2,2,13.00,2,100.00,0.00,0.00
1-July-2020,6.76,6.76,6.76,6.76,6.600000000000000000,5,4,33.00,5,100.00,0.00,0.00
30-June-2020,7.10,7.10,7.10,7.10,7.000000000000000000,7,1,49.00,7,100.00,0.00,0.00
29-June-2020,7.11,7.11,7.11,7.11,7.000000000000000000,3,3,21.00,3,100.00,0.00,0.00
18-June-2020,7.48,7.48,7.48,7.48,7.333333333333333333,6,6,44.00,6,100.00,0.00,0.00
16-June-2020,7.48,7.48,7.48,7.48,7.000000000000000000,2,2,14.00,2,100.00,0.00,0.00
12-June-2020,7.48,7.48,7.48,7.48,7.400000000000000000,5,5,37.00,5,100.00,0.00,0.00
8-June-2020,7.48,7.48,7.48,7.48,7.454545454545454545,11,1,82.00,11,100.00,0.00,0.00
5-June-2020,7.13,7.13,7.13,7.13,7.000000000000000000,1,1,7.00,1,100.00,0.00,0.00
4-June-2020,7.14,7.14,7.14,7.14,7.000000000000000000,5,5,35.00,5,100.00,0.00,0.00
20-May-2020,6.82,6.82,6.82,6.82,6.800000000000000000,5,2,34.00,5,100.00,0.00,0.00
3-January-2020,6.50,6.50,6.50,6.50,6.428571428571428571,7,1,45.00,7,100.00,0.00,0.00
2-January-2020,6.60,6.60,6.60,6.60,6.600000000000000000,100,1,660.00,100,100.00,0.00,0.00
6-December-2019,6.35,6.35,6.35,6.35,6.344827586206896551,58,2,368.00,58,100.00,0.00,0.00
11-November-2019,6.68,6.68,6.68,6.68,6.000000000000000000,1,1,6.00,1,100.00,0.00,0.00
19-September-2019,6.68,6.68,6.68,6.68,6.666666666666666666,21,1,140.00,21,100.00,0.00,0.00
18-September-2019,7.03,7.03,7.03,7.03,7.000000000000000000,21,1,147.00,21,100.00,0.00,0.00
5-July-2019,7.40,7.40,7.40,7.40,7.000000000000000000,1,1,7.00,1,100.00,0.00,0.00
8-March-2019,7.78,7.78,7.78,7.78,7.780000000000000000,100,1,778.00,100,100.00,0.00,0.00
7-March-2019,7.40,7.49,7.40,7.41,7.411250000000000000,800,2,5929.00,800,100.00,0.09,0.01
5-February-2019,7.14,7.14,7.14,7.14,7.140000000000000000,100,2,714.00,100,100.00,0.00,0.00
21-August-2018,7.51,7.51,7.51,7.51,7.510000000000000000,20200,3,151702.00,20200,100.00,0.00,0.00
7-August-2018,7.90,7.90,7.90,7.90,7.000000000000000000,1,1,7.00,1,100.00,0.00,0.00
21-June-2018,7.90,7.90,7.90,7.90,7.900000000000000000,2500,1,19750.00,2500,100.00,0.00,0.00
13-June-2018,8.34,8.34,8.30,8.30,8.000000000000000000,2,2,16.00,2,100.00,0.04,-0.04
25-May-2018,7.95,7.95,7.95,7.95,7.000000000000000000,1,1,7.00,1,100.00,0.00,0.00
8-May-2018,7.58,7.58,7.58,7.58,7.545454545454545454,11,1,83.00,11,100.00,0.00,0.00
23-April-2018,7.22,7.22,7.22,7.22,7.220000000000000000,500,1,3610.00,500,100.00,0.00,0.00
28-March-2018,7.60,7.60,7.60,7.60,7.600000000000000000,3500,4,26600.00,3500,100.00,0.00,0.00
22-March-2018,7.60,7.60,7.60,7.60,7.600000000000000000,1000,2,7600.00,1000,100.00,0.00,0.00
8-March-2018,7.58,7.58,7.58,7.58,7.579821958456973293,1685,2,12772.00,1685,100.00,0.00,0.00
7-March-2018,7.58,7.58,7.58,7.58,7.580000000000000000,1000,1,7580.00,1000,100.00,0.00,0.00
6-March-2018,7.22,7.22,7.22,7.22,7.220000000000000000,4900,6,35378.00,4900,100.00,0.00,0.00
1-March-2018,7.60,7.60,7.60,7.60,7.600000000000000000,5000,1,38000.00,5000,100.00,0.00,0.00
28-February-2018,7.60,7.60,7.60,7.60,7.600000000000000000,1000,1,7600.00,1000,100.00,0.00,0.00
27-February-2018,7.60,7.60,7.60,7.60,7.600000000000000000,400,1,3040.00,400,100.00,0.00,0.00
26-February-2018,7.50,7.50,7.50,7.50,7.500000000000000000,1000,1,7500.00,1000,100.00,0.00,0.00
22-February-2018,7.50,7.50,7.22,7.22,7.499800079968012794,5002,2,37514.00,5002,100.00,0.28,-0.28
21-February-2018,7.60,7.60,7.60,7.60,7.600000000000000000,5000,4,38000.00,5000,100.00,0.00,0.00
19-February-2018,7.65,7.82,7.65,7.82,7.650894632206759443,5030,3,38484.00,5030,100.00,0.17,0.17
16-February-2018,7.60,7.60,7.29,7.45,7.445000000000000000,2000,3,14890.00,2000,100.00,0.31,-0.15
12-January-2018,7.70,7.70,7.67,7.67,7.670426136363636363,70400,2,539998.00,70400,100.00,0.03,-0.03
11-January-2018,7.60,7.61,7.60,7.61,7.600045248868778280,66300,9,503883.00,66300,100.00,0.01,0.01
27-December-2017,7.60,7.60,7.60,7.60,7.600000000000000000,1400,2,10640.00,1400,100.00,0.00,0.00
19-December-2017,7.60,7.70,7.60,7.70,7.650000000000000000,200,2,1530.00,200,100.00,0.10,0.10
15-December-2017,7.60,7.60,7.60,7.60,7.600000000000000000,100,1,760.00,100,100.00,0.00,0.00
11-December-2017,7.60,7.60,7.60,7.60,7.600000000000000000,900,1,6840.00,900,100.00,0.00,0.00
8-December-2017,7.60,7.98,7.56,7.98,7.587707641196013289,3010,4,22839.00,3010,100.00,0.42,0.38
28-November-2017,7.60,7.60,7.60,7.60,7.599866622207402467,5998,9,45584.00,5998,100.00,0.00,0.00
21-November-2017,7.60,7.60,7.60,7.60,7.599994017707585546,33432,3,254083.00,33432,100.00,0.00,0.00
9-November-2017,7.95,8.00,7.95,8.00,7.968503937007874015,127,2,1012.00,127,100.00,0.05,0.05
3-October-2017,8.00,8.00,8.00,8.00,8.000000000000000000,22,2,176.00,22,100.00,0.00,0.00
30-May-2017,7.75,7.75,7.75,7.75,7.000000000000000000,1,1,7.00,1,100.00,0.00,0.00
3-May-2017,7.75,7.75,7.75,7.75,7.500000000000000000,2,1,15.00,2,100.00,0.00,0.00
17-April-2017,8.00,8.00,8.00,8.00,8.000000000000000000,1,1,8.00,1,100.00,0.00,0.00
1-March-2017,7.66,7.66,7.66,7.66,7.657718120805369127,149,2,1141.00,149,100.00,0.00,0.00
23-January-2017,7.30,7.30,7.30,7.30,7.285714285714285714,49,1,357.00,49,100.00,0.00,0.00
11-January-2017,6.96,6.96,6.96,6.96,6.960000000000000000,50,1,348.00,50,100.00,0.00,0.00
