Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
5-January-2021,64.45,64.95,62.00,62.25,62.721840516343951696,4803,63,301253.00,4022,83.74,2.95,-2.20
4-January-2021,63.00,64.50,60.55,63.80,62.927990571596935769,8485,96,533944.00,6252,73.68,3.95,0.80
1-January-2021,61.00,63.00,60.15,62.65,61.717998700454840805,1539,32,94984.00,1095,71.15,2.85,1.65
31-December-2020,62.45,62.45,60.00,60.75,60.680088776157260621,3154,45,191385.00,2231,70.74,2.45,-1.70
30-December-2020,62.00,62.00,60.15,61.80,61.696877380045696877,1313,29,81008.00,1178,89.72,1.85,-0.20
29-December-2020,59.05,62.00,59.05,61.40,60.765714285714285714,2100,48,127608.00,1593,75.86,2.95,2.35
28-December-2020,60.00,62.00,59.50,60.75,60.391430646332607116,2754,32,166318.00,2030,73.71,2.50,0.75
24-December-2020,63.00,63.00,59.00,61.10,60.234879490677580718,4398,60,264913.00,3635,82.65,4.00,-1.90
23-December-2020,59.50,63.90,59.50,62.05,61.625799172621286197,2659,33,163863.00,2293,86.24,4.40,2.55
22-December-2020,60.00,62.00,55.00,59.10,58.927604871447902571,5912,82,348380.00,4965,83.98,7.00,-0.90
21-December-2020,65.45,66.70,60.00,60.70,64.304960000000000000,6250,88,401906.00,5522,88.35,6.70,-4.75
18-December-2020,65.00,65.70,62.05,65.00,63.846200241254523522,1658,32,105857.00,1617,97.53,3.65,0.00
17-December-2020,66.95,68.45,65.05,65.65,66.735950920245398773,4075,60,271949.00,3249,79.73,3.40,-1.30
16-December-2020,65.00,68.00,64.20,65.80,66.209195060258890046,6721,75,444992.00,5549,82.56,3.80,0.80
15-December-2020,69.85,71.00,64.10,64.75,66.171483622350674373,4152,93,274744.00,2991,72.04,6.90,-5.10
14-December-2020,62.90,69.70,60.95,68.45,66.302859292701279157,21264,249,1409864.00,14395,67.70,8.75,5.55
11-December-2020,59.00,62.95,59.00,61.75,60.934024306834324196,19007,132,1158173.00,14634,76.99,3.95,2.75
10-December-2020,61.00,61.00,56.60,58.00,58.032675402222590811,6029,44,349879.00,5375,89.15,4.40,-3.00
9-December-2020,59.70,61.00,59.70,60.35,60.425615465941700649,6621,55,400078.00,6372,96.24,1.30,0.65
8-December-2020,59.95,60.90,57.20,59.15,59.552665287220415804,10149,118,604400.00,7698,75.85,3.70,-0.80
7-December-2020,56.95,60.00,55.35,59.55,58.649942462600690448,13035,117,764502.00,11237,86.21,4.65,2.60
4-December-2020,58.40,59.05,54.00,56.10,56.785512357600694152,35727,159,2028776.00,30725,86.00,5.05,-2.30
3-December-2020,56.00,57.90,55.10,56.30,56.460062893081761006,3180,72,179543.00,2611,82.11,2.80,0.30
2-December-2020,57.00,57.95,54.00,55.25,56.116608769129659186,10651,91,597698.00,9048,84.95,3.95,-1.75
1-December-2020,54.50,56.10,52.75,55.25,53.615021008403361344,3808,63,204166.00,3259,85.58,3.35,0.75
27-November-2020,54.90,54.95,50.75,52.65,53.243466299862448418,2181,45,116124.00,1564,71.71,4.20,-2.25
26-November-2020,52.15,53.80,51.45,51.50,51.795501022494887525,489,11,25328.00,275,56.24,2.35,-0.65
25-November-2020,53.00,54.50,50.75,52.30,52.556919642857142857,6272,72,329637.00,3971,63.31,3.75,-0.70
24-November-2020,54.35,54.45,53.10,54.05,53.261203585147247119,3124,29,166388.00,3024,96.80,1.35,-0.30
