Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
5-January-2021,270.75,325.00,266.20,313.30,307.181758250281149416,103148,5951,31685184.00,24549,23.80,58.80,42.55
4-January-2021,278.75,278.75,273.50,274.60,275.412927130506381226,2429,212,668978.00,1432,58.95,5.25,-4.15
1-January-2021,272.50,278.90,272.50,273.55,275.055344958301743745,1319,171,362798.00,711,53.90,6.40,1.05
31-December-2020,269.95,273.85,266.65,271.95,271.121019108280254777,628,82,170264.00,445,70.86,7.20,2.00
30-December-2020,267.55,271.80,267.00,267.45,269.023597273203985317,1907,146,513028.00,1100,57.68,4.80,-0.10
29-December-2020,272.55,278.60,269.00,269.90,273.741039426523297491,1116,123,305495.00,829,74.28,9.60,-2.65
28-December-2020,267.20,274.15,264.00,272.55,268.726604795050270688,2586,263,694927.00,2061,79.70,10.15,5.35
24-December-2020,269.00,270.00,262.05,264.75,266.673570019723865877,2028,192,540814.00,945,46.60,7.95,-4.25
23-December-2020,258.60,265.40,257.20,263.85,261.409847936278059377,1381,187,361007.00,669,48.44,8.20,5.25
22-December-2020,258.30,260.20,246.80,254.35,253.167982456140350877,2280,251,577223.00,1305,57.24,13.40,-3.95
21-December-2020,278.35,284.70,258.20,259.75,270.909116567880327406,3543,361,959831.00,2379,67.15,26.50,-18.60
18-December-2020,280.60,288.40,271.90,278.70,279.896215463199442767,4307,410,1205513.00,2848,66.12,16.50,-1.90
17-December-2020,277.75,293.60,275.30,282.70,284.578684674104521432,10218,831,2907825.00,4871,47.67,18.30,4.95
16-December-2020,276.00,278.55,272.10,273.10,274.594846281413445592,7839,299,2152549.00,7276,92.82,6.45,-2.90
15-December-2020,284.00,284.00,271.60,277.75,276.457700007414547341,13487,996,3728585.00,5448,40.39,12.40,-6.25
14-December-2020,261.70,284.00,261.65,281.45,277.459230844890331464,10167,965,2820928.00,6460,63.54,22.35,19.75
11-December-2020,264.00,264.25,261.00,261.65,263.397101449275362318,345,46,90872.00,321,93.04,3.25,-2.35
10-December-2020,258.80,265.00,257.15,261.70,260.714661984196663740,1139,167,296954.00,1047,91.92,7.85,2.90
9-December-2020,258.80,266.05,257.10,260.00,261.541757443718228031,4131,448,1080429.00,2995,72.50,8.95,1.20
8-December-2020,257.30,265.00,255.30,257.30,259.563139931740614334,4688,414,1216832.00,2094,44.67,9.70,0.00
7-December-2020,255.05,259.50,250.70,257.30,255.640557518649391440,5094,451,1302233.00,3382,66.39,8.80,2.25
4-December-2020,261.65,261.65,256.55,257.45,258.067415730337078651,1246,171,321552.00,879,70.55,5.10,-4.20
3-December-2020,260.00,262.15,257.00,258.75,259.780616495417939461,3601,269,935470.00,2567,71.29,5.15,-1.25
2-December-2020,266.20,275.00,258.40,266.65,266.786831520929539699,6713,557,1790940.00,2341,34.87,16.60,0.45
1-December-2020,265.95,268.35,263.25,267.00,266.687882496940024479,1634,212,435768.00,1087,66.52,5.10,1.05
27-November-2020,258.25,265.50,257.65,261.00,262.598702763677382966,3546,412,931175.00,2436,68.70,7.85,2.75
26-November-2020,253.15,258.05,251.30,256.90,255.104100946372239747,951,156,242604.00,785,82.54,6.75,3.75
25-November-2020,262.85,263.45,252.20,253.00,256.925220458553791887,2835,253,728383.00,2095,73.90,11.25,-9.85
24-November-2020,267.45,269.00,260.45,261.40,263.277372262773722627,411,43,108207.00,383,93.19,8.55,-6.05
23-November-2020,266.30,271.40,256.80,259.40,263.460964019008825526,2946,268,776156.00,1325,44.98,14.60,-6.90
20-November-2020,262.40,268.85,260.75,261.65,265.400709219858156028,2538,247,673587.00,1865,73.48,8.10,-0.75
19-November-2020,254.10,274.70,254.10,261.40,266.092469761997658993,5126,470,1363990.00,2416,47.13,20.60,7.30
18-November-2020,244.00,274.45,244.00,257.45,263.342073538276069921,13272,1045,3495076.00,4715,35.53,30.45,13.45
17-November-2020,250.00,250.00,241.50,244.50,243.793664143537987104,3567,183,869612.00,628,17.61,8.50,-5.50
14-November-2020,248.20,248.20,242.45,245.45,245.537572254335260115,346,15,84956.00,333,96.24,5.75,-2.75
13-November-2020,244.95,244.95,243.45,243.60,243.946808510638297872,94,21,22931.00,68,72.34,1.50,-1.35
12-November-2020,245.90,251.00,242.25,244.90,244.608414239482200647,309,75,75584.00,233,75.40,8.75,-1.00
