Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
5-January-2021,49.00,49.85,47.70,49.45,48.863678804855275443,4284,117,209332.00,3774,88.10,2.15,0.45
4-January-2021,50.65,52.55,48.50,49.10,49.961182068620085149,11979,290,598485.00,8463,70.65,4.05,-1.55
1-January-2021,47.85,50.50,47.80,49.55,49.537229783827061649,4996,144,247488.00,3435,68.76,2.70,1.70
31-December-2020,50.45,51.00,47.65,48.45,49.082311547073248747,9379,189,460343.00,7250,77.30,3.35,-2.00
30-December-2020,51.30,52.05,48.85,50.25,50.775033677593174674,13362,282,678456.00,7597,56.86,3.20,-1.05
29-December-2020,48.90,51.50,47.75,50.95,50.093222442899702085,32224,507,1614204.00,14928,46.33,3.75,2.05
28-December-2020,43.20,48.05,43.20,47.15,45.277757239679605668,16230,281,734858.00,9104,56.09,4.85,3.95
24-December-2020,42.85,43.70,41.45,43.30,42.736876384004168294,15354,274,656182.00,6293,40.99,2.25,0.45
23-December-2020,39.00,42.35,39.00,42.00,41.253418679080593540,6874,115,283576.00,2538,36.92,3.35,3.00
22-December-2020,37.50,40.50,35.15,39.25,37.809653582097374351,19081,356,721446.00,6549,34.32,5.35,1.75
21-December-2020,42.15,42.15,37.20,37.80,40.483677344276352054,16327,202,660977.00,8068,49.42,4.95,-4.35
18-December-2020,43.15,43.25,40.10,41.75,41.404135447522797235,17217,238,712855.00,10426,60.56,3.15,-1.40
17-December-2020,48.00,48.00,42.20,42.75,45.074684585367560851,57147,746,2575883.00,38991,68.23,5.80,-5.25
16-December-2020,41.90,49.25,41.35,48.70,47.666927341427155599,129152,1370,6156279.00,70958,54.94,7.90,6.80
15-December-2020,40.00,42.00,38.45,41.05,40.418878079072655764,24155,265,976318.00,12272,50.81,3.55,1.05
14-December-2020,39.15,39.95,39.15,39.75,39.754642365887207702,5816,57,231213.00,5362,92.19,0.80,0.60
11-December-2020,39.80,40.00,39.00,39.10,39.191572026300059772,3346,43,131135.00,2786,83.26,1.00,-0.70
10-December-2020,38.00,39.10,37.15,38.60,38.615967885816235504,2242,43,86577.00,1724,76.90,1.95,0.60
9-December-2020,39.30,42.75,39.05,39.65,39.890797005724350506,4542,67,181184.00,3665,80.69,3.70,0.35
8-December-2020,41.15,41.25,39.20,39.30,40.101196126827415986,5267,96,211213.00,4095,77.75,2.05,-1.85
7-December-2020,39.95,41.15,37.10,40.25,39.137679314149902385,11781,117,461081.00,8680,73.68,4.05,0.30
4-December-2020,39.60,39.65,38.10,38.20,39.128627381164322592,11234,106,439571.00,5591,49.77,1.55,-1.40
3-December-2020,39.25,39.30,38.00,39.00,38.409811482433590402,4668,49,179297.00,924,19.79,1.30,-0.25
2-December-2020,38.00,40.20,37.40,38.45,38.960506747452492426,18155,166,707328.00,4155,22.89,2.80,0.45
1-December-2020,39.00,39.00,37.50,37.65,38.519065190651906519,813,33,31316.00,713,87.70,1.50,-1.35
27-November-2020,38.50,40.70,37.30,37.85,38.904499954910271440,11089,178,431412.00,7791,70.26,3.40,-0.65
26-November-2020,34.95,36.95,34.95,35.80,35.798717948717948717,780,21,27923.00,710,91.03,2.00,0.85
25-November-2020,34.90,35.30,34.45,34.45,34.921739130434782608,460,15,16064.00,460,100.00,0.85,-0.45
24-November-2020,33.15,36.55,33.15,35.80,35.609371375550916260,4311,71,153512.00,2259,52.40,3.40,2.65
23-November-2020,37.45,37.45,33.10,35.70,34.789353576751117734,21472,307,746997.00,14895,69.37,4.35,-1.75
