Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
5-January-2021,28.00,30.90,28.00,30.00,29.914705882352941176,680,5,20342.00,480,70.59,2.90,2.00
4-January-2021,32.55,32.55,29.45,29.45,31.713483146067415730,712,11,22580.00,712,100.00,3.10,-3.10
1-January-2021,31.00,31.00,31.00,31.00,31.000000000000000000,2923,8,90613.00,2923,100.00,0.00,0.00
31-December-2020,29.55,29.55,29.55,29.55,29.549523809523809523,1050,5,31027.00,1050,100.00,0.00,0.00
30-December-2020,28.15,28.15,28.15,28.15,28.149791955617198335,2163,7,60888.00,2163,100.00,0.00,0.00
29-December-2020,26.85,26.85,26.85,26.85,26.845454545454545454,110,3,2953.00,110,100.00,0.00,0.00
28-December-2020,25.60,25.60,25.60,25.60,25.599833610648918469,1202,5,30771.00,1202,100.00,0.00,0.00
24-December-2020,24.50,24.50,24.50,24.50,24.500000000000000000,34,1,833.00,34,100.00,0.00,0.00
23-December-2020,25.85,25.85,23.50,25.50,23.519801980198019801,202,3,4751.00,202,100.00,2.35,-0.35
22-December-2020,23.50,24.65,23.50,24.65,23.526829268292682926,205,3,4823.00,205,100.00,1.15,1.15
18-December-2020,23.50,23.50,23.50,23.50,23.500000000000000000,164,2,3854.00,164,100.00,0.00,0.00
17-December-2020,22.35,24.65,22.35,23.50,22.535360678925035360,1414,4,31865.00,1414,100.00,2.30,1.15
16-December-2020,23.50,23.50,23.50,23.50,23.500000000000000000,200,3,4700.00,200,100.00,0.00,0.00
9-December-2020,23.75,23.75,23.65,23.65,23.708000000000000000,250,4,5927.00,250,100.00,0.10,-0.10
7-December-2020,24.85,24.85,24.85,24.85,24.844660194174757281,103,3,2559.00,100,97.09,0.00,0.00
3-December-2020,23.30,23.70,21.50,23.70,21.962000000000000000,500,5,10981.00,500,100.00,2.20,0.40
2-December-2020,22.60,22.60,22.60,22.60,22.598778004073319755,491,4,11096.00,491,100.00,0.00,0.00
1-December-2020,23.75,23.75,23.75,23.75,23.745454545454545454,110,3,2612.00,110,100.00,0.00,0.00
27-November-2020,26.25,26.25,25.00,25.00,25.833333333333333333,150,2,3875.00,150,100.00,1.25,-1.25
26-November-2020,25.00,25.00,25.00,25.00,25.000000000000000000,75,2,1875.00,75,100.00,0.00,0.00
25-November-2020,26.00,26.20,26.00,26.10,26.153674832962138084,449,3,11743.00,449,100.00,0.20,0.10
24-November-2020,25.50,25.50,25.50,25.50,25.496000000000000000,125,2,3187.00,125,100.00,0.00,0.00
23-November-2020,25.50,26.25,25.50,26.25,26.247011952191235059,251,2,6588.00,251,100.00,0.75,0.75
20-November-2020,25.70,25.70,25.00,25.00,25.039603960396039603,101,3,2529.00,101,100.00,0.70,-0.70
19-November-2020,24.50,24.50,24.50,24.50,24.493827160493827160,81,1,1984.00,81,100.00,0.00,0.00
18-November-2020,25.00,25.00,25.00,25.00,25.000000000000000000,100,1,2500.00,100,100.00,0.00,0.00
17-November-2020,25.65,25.65,25.65,25.65,25.650000000000000000,200,3,5130.00,200,100.00,0.00,0.00
12-November-2020,25.65,27.00,25.65,27.00,26.494464944649446494,271,3,7180.00,271,100.00,1.35,1.35
3-November-2020,27.00,27.00,27.00,27.00,27.000000000000000000,87,2,2349.00,87,100.00,0.00,0.00
2-November-2020,28.00,28.05,28.00,28.00,28.000000000000000000,101,3,2828.00,101,100.00,0.05,0.00
30-October-2020,29.20,29.25,29.20,29.25,29.241071428571428571,224,3,6550.00,224,100.00,0.05,0.05
29-October-2020,29.25,29.25,29.25,29.25,29.249894825410180900,2377,11,69527.00,2377,100.00,0.00,0.00
28-October-2020,27.90,27.90,27.90,27.90,27.899960614415124064,2539,10,70838.00,2539,100.00,0.00,0.00
