Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
5-January-2021,2.78,2.91,2.56,2.91,2.788787671313184644,5629018,2999,15698136.00,2991682,53.15,0.35,0.13
4-January-2021,2.50,2.68,2.47,2.65,2.548668060319173587,4000519,1255,10195995.00,1905946,47.64,0.21,0.15
1-January-2021,2.48,2.54,2.45,2.47,2.488283070915801538,729372,1098,1814884.00,449418,61.62,0.09,-0.01
31-December-2020,2.46,2.53,2.39,2.46,2.460611508275672695,1358379,1948,3342443.00,817508,60.18,0.14,0.00
30-December-2020,2.41,2.43,2.35,2.41,2.394121458514064515,838031,2439,2006348.00,467979,55.84,0.08,0.00
29-December-2020,2.48,2.48,2.34,2.42,2.398950405876369614,1060791,2538,2544785.00,527301,49.71,0.14,-0.06
28-December-2020,2.50,2.54,2.44,2.45,2.464429179172330325,657702,1792,1620860.00,364473,55.42,0.10,-0.05
24-December-2020,2.52,2.55,2.40,2.46,2.474760474195955201,1266565,698,3134445.00,794250,62.71,0.15,-0.06
23-December-2020,2.19,2.35,2.16,2.35,2.307530759264913395,969464,251,2237068.00,737288,76.05,0.19,0.16
22-December-2020,2.11,2.24,2.06,2.14,2.114025744593398254,2024192,471,4279194.00,1308612,64.65,0.18,0.03
21-December-2020,2.36,2.44,2.19,2.24,2.330669823874321972,1083658,753,2525649.00,573774,52.95,0.25,-0.12
18-December-2020,2.55,2.55,2.39,2.41,2.421567878180494170,693485,483,1679321.00,443586,63.96,0.16,-0.14
17-December-2020,2.59,2.59,2.41,2.47,2.471975321551814284,1510954,377,3735041.00,931537,61.65,0.18,-0.12
16-December-2020,2.40,2.55,2.39,2.47,2.480979175839830091,926616,2306,2298915.00,570470,61.56,0.16,0.07
15-December-2020,2.60,2.60,2.39,2.46,2.444337222048230504,510880,676,1248763.00,336353,65.84,0.21,-0.14
14-December-2020,2.50,2.62,2.42,2.50,2.538379754233876324,1957308,8106,4968391.00,1211986,61.92,0.20,0.00
11-December-2020,2.36,2.45,2.36,2.42,2.419280543435144783,806720,288,1951682.00,611752,75.83,0.09,0.06
10-December-2020,2.33,2.45,2.27,2.33,2.335877680224571462,418575,986,977740.00,259239,61.93,0.18,0.00
9-December-2020,2.68,2.68,2.41,2.44,2.557007583133234512,2028581,2757,5187097.00,1143430,56.37,0.27,-0.24
8-December-2020,2.34,2.45,2.30,2.45,2.426098451762838858,1275386,482,3094212.00,810885,63.58,0.15,0.11
7-December-2020,2.19,2.24,2.17,2.23,2.219973644150591870,880260,505,1954154.00,494040,56.12,0.07,0.04
4-December-2020,2.17,2.20,2.11,2.17,2.153409486794885635,1306047,394,2812454.00,835397,63.96,0.09,0.00
3-December-2020,2.25,2.25,2.13,2.15,2.157704879276522441,752919,459,1624577.00,462288,61.40,0.12,-0.10
2-December-2020,2.22,2.25,2.16,2.23,2.214325436547658769,548451,172,1214449.00,374444,68.27,0.09,0.01
1-December-2020,2.18,2.20,2.10,2.18,2.146392293072940559,610360,369,1310072.00,302683,49.59,0.10,0.00
27-November-2020,2.20,2.20,2.16,2.18,2.187490489036452929,289140,131,632491.00,147812,51.12,0.04,-0.02
26-November-2020,2.21,2.24,2.16,2.19,2.201173388528089831,400038,317,880553.00,244807,61.20,0.08,-0.02
25-November-2020,2.15,2.21,2.15,2.21,2.197622188157284945,617122,196,1356201.00,342693,55.53,0.06,0.06
24-November-2020,2.05,2.15,2.05,2.11,2.121452564428260930,708540,379,1503134.00,409173,57.75,0.10,0.06
23-November-2020,2.07,2.09,2.04,2.06,2.067606278052545813,349790,160,723228.00,279990,80.05,0.05,-0.01
20-November-2020,2.10,2.10,2.03,2.04,2.060759926732420057,1180877,7253,2433504.00,690029,58.43,0.07,-0.06
19-November-2020,2.15,2.15,2.08,2.10,2.112220486801641427,515405,342,1088649.00,291836,56.62,0.07,-0.05
18-November-2020,2.25,2.25,2.16,2.16,2.187947864108846649,454658,131,994768.00,343087,75.46,0.09,-0.09
17-November-2020,2.19,2.25,2.17,2.24,2.220557672831158491,512451,210,1137927.00,444213,86.68,0.08,0.05
14-November-2020,2.12,2.20,2.12,2.17,2.176304284738019677,106821,53,232475.00,99860,93.48,0.08,0.05
13-November-2020,2.19,2.19,2.11,2.14,2.162051962328368936,756856,248,1636362.00,580486,76.70,0.08,-0.05
12-November-2020,2.22,2.23,2.10,2.17,2.176814300827281086,1401821,465,3051504.00,853326,60.87,0.13,-0.05
11-November-2020,2.13,2.15,2.04,2.15,2.136207955802110685,2197390,643,4694082.00,1334177,60.72,0.11,0.02
10-November-2020,2.00,2.06,1.99,2.05,2.032109369971177021,279638,236,568255.00,201179,71.94,0.07,0.05
9-November-2020,2.07,2.07,1.97,2.00,2.016473143862008327,386690,318,779750.00,286229,74.02,0.10,-0.07
6-November-2020,2.10,2.10,2.01,2.05,2.053147504175679745,109563,116,224949.00,93782,85.60,0.09,-0.05
5-November-2020,2.07,2.09,2.04,2.07,2.073042697973528751,200595,227,415842.00,156637,78.09,0.05,0.00
4-November-2020,2.18,2.18,2.05,2.07,2.068067668353136252,706209,324,1460488.00,428352,60.66,0.13,-0.11
3-November-2020,2.13,2.15,2.09,2.15,2.143236953613285746,760153,435,1629188.00,638240,83.96,0.06,0.02
2-November-2020,2.02,2.06,1.96,2.05,2.039810466549705450,923953,405,1884689.00,682381,73.85,0.10,0.03
30-October-2020,1.97,2.00,1.97,1.97,1.976476516831284015,446490,390,882477.00,286999,64.28,0.03,0.00
29-October-2020,2.07,2.12,2.07,2.07,2.070273148459829488,163391,100,338264.00,163391,100.00,0.05,0.00
28-October-2020,2.28,2.31,2.17,2.17,2.184774867452718208,1238426,316,2705682.00,614642,49.63,0.14,-0.11
27-October-2020,2.34,2.34,2.15,2.28,2.271025634648650608,3337319,1425,7579137.00,2202070,65.98,0.19,-0.06
26-October-2020,1.96,2.13,1.96,2.13,2.114312113572225523,1694851,566,3583444.00,1468758,86.66,0.17,0.17
23-October-2020,1.77,1.94,1.76,1.94,1.918625953647889127,1109162,551,2128067.00,800333,72.16,0.18,0.17
22-October-2020,1.78,1.79,1.75,1.77,1.772006734846595160,160360,118,284159.00,114995,71.71,0.04,-0.01
21-October-2020,1.77,1.80,1.76,1.77,1.773898325786723200,114621,161,203326.00,69346,60.50,0.04,0.00
20-October-2020,1.78,1.80,1.71,1.78,1.757688736518820084,280020,195,492188.00,188110,67.18,0.09,0.00
19-October-2020,1.79,1.80,1.75,1.78,1.779854994307627778,33378,46,59408.00,29167,87.38,0.05,-0.01
16-October-2020,1.84,1.84,1.77,1.79,1.796612896960818586,180213,174,323773.00,117427,65.16,0.07,-0.05
15-October-2020,1.80,1.84,1.73,1.83,1.798824070192098842,197971,96,356115.00,135175,68.28,0.11,0.03
14-October-2020,1.85,1.85,1.76,1.79,1.800008959503046231,133936,158,241086.00,56695,42.33,0.09,-0.06
13-October-2020,1.85,1.85,1.80,1.80,1.815944135266385452,141055,72,256148.00,52009,36.87,0.05,-0.05
12-October-2020,1.86,1.86,1.80,1.81,1.823430832492823337,64445,70,117511.00,49016,76.06,0.06,-0.05
9-October-2020,1.89,1.89,1.81,1.82,1.831413588410789530,260104,227,476358.00,168207,64.67,0.08,-0.07
8-October-2020,1.84,1.90,1.79,1.87,1.819673027035981371,585553,294,1065515.00,415636,70.98,0.11,0.03
7-October-2020,1.89,1.91,1.85,1.85,1.857707558656092665,243112,94,451631.00,162311,66.76,0.06,-0.04
6-October-2020,1.88,1.90,1.85,1.89,1.881585874370137629,239338,220,450335.00,211733,88.47,0.05,0.01
5-October-2020,1.83,1.88,1.79,1.87,1.837708826600087030,604389,316,1110691.00,355225,58.77,0.09,0.04
1-October-2020,1.80,1.85,1.75,1.81,1.807259649562999205,310869,158,561821.00,188385,60.60,0.10,0.01
30-September-2020,1.91,1.91,1.78,1.78,1.800134407801608525,1007382,431,1813423.00,611077,60.66,0.13,-0.13
29-September-2020,1.90,1.91,1.85,1.87,1.876664578338224418,424582,324,796798.00,293492,69.12,0.06,-0.03
28-September-2020,1.84,1.84,1.81,1.84,1.834548618028715251,301164,173,552500.00,270265,89.74,0.03,0.00
25-September-2020,1.72,1.76,1.69,1.76,1.729001600540803849,201182,130,347844.00,131894,65.56,0.07,0.04
24-September-2020,1.73,1.74,1.67,1.68,1.713816623203996688,532641,421,912849.00,388199,72.88,0.07,-0.05
23-September-2020,1.80,1.80,1.73,1.75,1.764055659517598691,637519,256,1124619.00,338020,53.02,0.07,-0.05
22-September-2020,1.81,1.83,1.76,1.77,1.778614126792655140,559575,201,995268.00,447286,79.93,0.07,-0.04
21-September-2020,1.86,1.92,1.83,1.83,1.851941248351541988,1653060,734,3061370.00,941614,56.96,0.09,-0.03
18-September-2020,1.94,1.94,1.90,1.92,1.927309297414575202,518058,171,998458.00,325260,62.78,0.04,-0.02
17-September-2020,1.98,1.98,1.94,1.95,1.958080704497968287,312052,330,611023.00,226804,72.68,0.04,-0.03
16-September-2020,1.95,2.00,1.91,1.98,1.940274745183886271,532639,205,1033466.00,325352,61.08,0.09,0.03
15-September-2020,1.98,1.99,1.95,1.95,1.965991739346082773,227827,139,447906.00,188652,82.80,0.04,-0.03
14-September-2020,1.97,2.00,1.96,1.97,1.974766308994472496,384803,150,759896.00,209803,54.52,0.04,0.00
11-September-2020,1.98,2.02,1.96,1.97,1.977352698075333569,338760,225,669848.00,196530,58.01,0.06,-0.01
10-September-2020,2.01,2.01,1.94,1.97,1.969825153789111870,428834,379,844728.00,357839,83.44,0.07,-0.04
9-September-2020,1.96,2.00,1.94,1.97,1.960955887002156822,284678,183,558241.00,183381,64.42,0.06,0.01
8-September-2020,2.00,2.04,2.00,2.00,2.011591420754223613,313594,333,630823.00,251095,80.07,0.04,0.00
7-September-2020,2.05,2.05,2.00,2.02,2.021219124656940632,830760,452,1679148.00,576487,69.39,0.05,-0.03
4-September-2020,2.03,2.05,2.00,2.04,2.027501126633618747,266280,133,539883.00,171953,64.58,0.05,0.01
3-September-2020,2.12,2.12,2.02,2.02,2.045812543295149939,398428,125,815109.00,242466,60.86,0.10,-0.10
2-September-2020,2.03,2.10,2.01,2.08,2.040161423895468825,380365,3536,776006.00,226300,59.50,0.09,0.05
1-September-2020,2.06,2.09,2.01,2.03,2.041850052620942872,381027,166,778000.00,239651,62.90,0.08,-0.03
