Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
5-October-2020,25.70,25.70,25.70,25.70,25.666666666666666666,21,2,539.00,21,100.00,0.00,0.00
1-October-2020,25.70,25.70,25.60,25.60,25.583333333333333333,12,4,307.00,12,100.00,0.10,-0.10
30-September-2020,24.45,24.50,22.20,24.50,23.956367924528301886,848,6,20315.00,848,100.00,2.30,0.05
28-September-2020,22.25,23.35,22.25,23.35,22.500000000000000000,2,2,45.00,2,100.00,1.10,1.10
25-September-2020,22.25,22.25,22.25,22.25,22.200000000000000000,5,1,111.00,5,100.00,0.00,0.00
23-September-2020,21.80,23.00,21.00,21.20,21.533333333333333333,15,5,323.00,15,100.00,2.00,-0.60
22-September-2020,22.15,22.15,20.05,22.00,20.088235294117647058,102,3,2049.00,102,100.00,2.10,-0.15
21-September-2020,21.10,23.05,21.10,21.10,21.117647058823529411,102,5,2154.00,102,100.00,1.95,0.00
17-September-2020,22.20,24.50,22.20,22.20,22.933333333333333333,15,3,344.00,15,100.00,2.30,0.00
15-September-2020,21.25,23.35,21.25,23.35,22.829629629629629629,405,4,9246.00,405,100.00,2.10,2.10
14-September-2020,22.35,22.35,22.35,22.35,22.340000000000000000,50,2,1117.00,50,100.00,0.00,0.00
10-September-2020,23.50,23.50,23.50,23.50,23.499001996007984031,501,2,11773.00,501,100.00,0.00,0.00
9-September-2020,23.50,23.50,23.50,23.50,23.500000000000000000,10,1,235.00,10,100.00,0.00,0.00
8-September-2020,27.20,27.20,24.70,24.70,25.811926605504587155,218,7,5627.00,218,100.00,2.50,-2.50
7-September-2020,25.95,25.95,25.90,25.95,25.920227920227920227,351,4,9098.00,351,100.00,0.05,0.00
4-September-2020,25.95,25.95,23.55,25.95,25.049270072992700729,548,20,13727.00,548,100.00,2.40,0.00
3-September-2020,24.75,24.75,24.75,24.75,24.000000000000000000,1,1,24.00,1,100.00,0.00,0.00
2-September-2020,24.75,24.75,22.55,24.40,24.333333333333333333,12,3,292.00,12,100.00,2.20,-0.35
28-August-2020,22.60,24.90,22.60,23.70,23.226923076923076923,260,7,6039.00,260,100.00,2.30,1.10
27-August-2020,23.80,23.80,23.75,23.75,23.751515151515151515,330,5,7838.00,330,100.00,0.05,-0.05
25-August-2020,24.95,24.95,22.65,24.95,23.102348993288590604,596,14,13769.00,596,100.00,2.30,0.00
24-August-2020,23.80,23.80,23.80,23.80,23.800000000000000000,200,1,4760.00,200,100.00,0.00,0.00
21-August-2020,25.00,26.00,23.80,23.80,24.747225647348951911,811,12,20070.00,811,100.00,2.20,-1.20
20-August-2020,25.05,25.05,25.05,25.05,25.049751243781094527,201,3,5035.00,201,100.00,0.00,0.00
19-August-2020,26.35,26.35,26.35,26.35,26.344537815126050420,119,1,3135.00,119,100.00,0.00,0.00
7-August-2020,26.60,26.60,26.60,26.60,26.600000000000000000,100,2,2660.00,100,100.00,0.00,0.00
5-August-2020,26.60,26.60,26.60,26.60,26.000000000000000000,1,1,26.00,1,100.00,0.00,0.00
23-July-2020,26.60,26.60,26.60,26.60,26.000000000000000000,1,1,26.00,1,100.00,0.00,0.00
22-July-2020,27.95,27.95,27.95,27.95,27.950000000000000000,20,1,559.00,20,100.00,0.00,0.00
17-July-2020,28.35,28.35,28.35,28.35,28.320000000000000000,25,1,708.00,25,100.00,0.00,0.00
3-July-2020,28.75,28.75,26.25,27.00,26.988188976377952755,254,4,6855.00,254,100.00,2.50,-1.75
30-June-2020,27.60,27.60,27.60,27.60,27.598513011152416356,269,5,7424.00,269,100.00,0.00,0.00
29-June-2020,26.30,26.30,26.30,26.30,26.300000000000000000,20,1,526.00,20,100.00,0.00,0.00
12-May-2020,25.20,25.20,25.20,25.20,25.000000000000000000,1,1,25.00,1,100.00,0.00,0.00
4-May-2020,26.50,26.50,26.50,26.50,26.500000000000000000,20,1,530.00,20,100.00,0.00,0.00
30-April-2020,26.60,26.60,26.60,26.60,26.598360655737704918,122,3,3245.00,122,100.00,0.00,0.00
28-April-2020,28.00,28.00,28.00,28.00,28.000000000000000000,7,1,196.00,7,100.00,0.00,0.00
27-April-2020,29.45,29.45,29.45,29.45,29.000000000000000000,1,1,29.00,1,100.00,0.00,0.00
9-April-2020,28.50,28.50,28.50,28.50,28.000000000000000000,1,1,28.00,1,100.00,0.00,0.00
16-March-2020,30.00,30.00,30.00,30.00,30.000000000000000000,50,1,1500.00,50,100.00,0.00,0.00
9-March-2020,31.55,31.55,31.55,31.55,31.550000000000000000,40,1,1262.00,40,100.00,0.00,0.00
27-February-2020,31.55,31.55,31.55,31.55,31.000000000000000000,1,1,31.00,1,100.00,0.00,0.00
14-February-2020,33.20,33.20,33.20,33.20,33.000000000000000000,1,1,33.00,1,100.00,0.00,0.00
7-February-2020,33.20,33.20,33.20,33.20,33.000000000000000000,1,1,33.00,1,100.00,0.00,0.00
5-February-2020,31.65,31.65,31.65,31.65,31.000000000000000000,1,1,31.00,1,100.00,0.00,0.00
30-January-2020,32.30,32.30,32.30,32.30,32.000000000000000000,1,1,32.00,1,100.00,0.00,0.00
24-January-2020,30.80,30.80,30.80,30.80,30.750000000000000000,16,1,492.00,16,100.00,0.00,0.00
23-January-2020,31.25,31.25,31.25,31.25,31.000000000000000000,1,1,31.00,1,100.00,0.00,0.00
10-January-2020,31.25,31.25,31.25,31.25,31.000000000000000000,1,1,31.00,1,100.00,0.00,0.00
31-December-2019,31.25,31.25,31.25,31.25,31.248000000000000000,125,2,3906.00,125,100.00,0.00,0.00
27-December-2019,31.65,31.65,31.00,31.65,31.543806646525679758,662,13,20882.00,662,100.00,0.65,0.00
26-December-2019,30.15,30.15,30.15,30.15,30.148514851485148514,101,4,3045.00,101,100.00,0.00,0.00
20-December-2019,28.75,28.75,28.75,28.75,28.000000000000000000,1,1,28.00,1,100.00,0.00,0.00
18-December-2019,27.40,27.40,27.40,27.40,27.000000000000000000,1,1,27.00,1,100.00,0.00,0.00
13-December-2019,26.10,26.10,26.10,26.10,26.083333333333333333,36,1,939.00,36,100.00,0.00,0.00
2-December-2019,25.10,25.10,25.10,25.10,25.000000000000000000,1,1,25.00,1,100.00,0.00,0.00
28-November-2019,25.10,25.10,25.10,25.10,25.000000000000000000,1,1,25.00,1,100.00,0.00,0.00
26-November-2019,25.10,25.10,25.10,25.10,25.000000000000000000,1,1,25.00,1,100.00,0.00,0.00
22-November-2019,26.40,26.40,26.40,26.40,26.400000000000000000,50,1,1320.00,50,100.00,0.00,0.00
21-November-2019,27.55,30.00,27.55,27.75,27.727272727272727272,11,2,305.00,11,100.00,2.45,0.20
19-November-2019,29.00,29.00,29.00,29.00,29.000000000000000000,49,8,1421.00,49,100.00,0.00,0.00
13-November-2019,27.60,28.95,26.25,27.65,27.685185185185185185,216,9,5980.00,216,100.00,2.70,0.05
6-November-2019,27.60,27.60,27.60,27.60,27.000000000000000000,1,1,27.00,1,100.00,0.00,0.00
4-November-2019,26.60,26.60,26.60,26.60,26.500000000000000000,2,2,53.00,2,100.00,0.00,0.00
1-November-2019,25.35,25.35,25.35,25.35,25.000000000000000000,1,1,25.00,1,100.00,0.00,0.00
31-October-2019,24.15,24.15,24.15,24.15,24.000000000000000000,1,1,24.00,1,100.00,0.00,0.00
22-October-2019,23.00,23.00,23.00,23.00,23.000000000000000000,50,2,1150.00,50,100.00,0.00,0.00
17-October-2019,21.00,22.00,21.00,22.00,21.967741935483870967,62,2,1362.00,62,100.00,1.00,1.00
14-October-2019,21.00,21.00,21.00,21.00,21.000000000000000000,30,2,630.00,30,100.00,0.00,0.00
26-September-2019,21.00,21.00,21.00,21.00,21.000000000000000000,1,1,21.00,1,100.00,0.00,0.00
23-September-2019,21.00,21.00,21.00,21.00,21.000000000000000000,100,1,2100.00,100,100.00,0.00,0.00
18-September-2019,22.00,22.00,22.00,22.00,22.000000000000000000,100,1,2200.00,100,100.00,0.00,0.00
29-August-2019,22.80,22.80,22.80,22.80,22.000000000000000000,1,1,22.00,1,100.00,0.00,0.00
26-August-2019,21.75,21.75,21.75,21.75,21.750000000000000000,4,3,87.00,4,100.00,0.00,0.00
16-August-2019,22.85,22.85,22.85,22.85,22.500000000000000000,2,1,45.00,2,100.00,0.00,0.00
25-July-2019,22.85,22.85,22.85,22.85,22.000000000000000000,1,1,22.00,1,100.00,0.00,0.00
5-July-2019,21.80,21.80,21.80,21.80,21.000000000000000000,1,1,21.00,1,100.00,0.00,0.00
1-July-2019,20.80,20.80,20.80,20.80,20.761904761904761904,21,1,436.00,21,100.00,0.00,0.00
20-June-2019,19.90,19.90,19.90,19.90,19.900000000000000000,10,1,199.00,10,100.00,0.00,0.00
31-May-2019,19.05,19.05,19.05,19.05,19.000000000000000000,11,2,209.00,11,100.00,0.00,0.00
30-May-2019,19.05,19.05,19.05,19.05,19.048780487804878048,41,2,781.00,41,100.00,0.00,0.00
29-May-2019,19.05,19.05,19.05,19.05,19.050000000000000000,100,2,1905.00,100,100.00,0.00,0.00
23-May-2019,20.05,20.05,20.05,20.05,20.000000000000000000,1,1,20.00,1,100.00,0.00,0.00
10-May-2019,19.10,19.10,19.10,19.10,19.000000000000000000,3,1,57.00,3,100.00,0.00,0.00
7-May-2019,19.15,19.15,19.15,19.15,19.149532710280373831,963,1,18441.00,963,100.00,0.00,0.00
3-May-2019,20.15,20.15,20.15,20.15,20.150000000000000000,500,1,10075.00,500,100.00,0.00,0.00
25-April-2019,21.20,21.20,21.20,21.20,21.000000000000000000,1,1,21.00,1,100.00,0.00,0.00
22-April-2019,20.20,20.20,20.20,20.20,20.200000000000000000,200,1,4040.00,200,100.00,0.00,0.00
2-April-2019,21.25,21.25,21.25,21.25,21.000000000000000000,2,2,42.00,2,100.00,0.00,0.00
28-March-2019,20.25,20.25,20.25,20.25,20.000000000000000000,2,2,40.00,2,100.00,0.00,0.00
20-March-2019,19.30,19.30,19.30,19.30,19.000000000000000000,1,1,19.00,1,100.00,0.00,0.00
14-March-2019,19.30,19.30,19.30,19.30,19.300000000000000000,490,3,9457.00,490,100.00,0.00,0.00
6-March-2019,20.30,20.30,20.30,20.30,20.000000000000000000,1,1,20.00,1,100.00,0.00,0.00
28-February-2019,20.30,20.30,20.30,20.30,20.000000000000000000,1,1,20.00,1,100.00,0.00,0.00
25-February-2019,19.35,19.35,19.35,19.35,19.346774193548387096,124,3,2399.00,124,100.00,0.00,0.00
22-February-2019,20.35,20.35,20.35,20.35,20.349726775956284153,549,6,11172.00,549,100.00,0.00,0.00
21-February-2019,21.40,21.40,21.40,21.40,21.375000000000000000,24,1,513.00,24,100.00,0.00,0.00
19-February-2019,22.50,22.50,22.50,22.50,22.500000000000000000,50,1,1125.00,50,100.00,0.00,0.00
31-January-2019,23.45,23.45,23.45,23.45,23.000000000000000000,1,1,23.00,1,100.00,0.00,0.00
22-January-2019,22.35,22.35,22.35,22.35,22.340000000000000000,50,1,1117.00,50,100.00,0.00,0.00
16-January-2019,23.50,23.50,23.50,23.50,23.500000000000000000,300,1,7050.00,300,100.00,0.00,0.00
8-January-2019,23.50,23.50,23.50,23.50,23.493333333333333333,75,3,1762.00,75,100.00,0.00,0.00
27-December-2018,23.50,23.50,23.50,23.50,23.000000000000000000,1,1,23.00,1,100.00,0.00,0.00
18-December-2018,24.70,24.70,24.70,24.70,24.700000000000000000,100,4,2470.00,100,100.00,0.00,0.00
5-December-2018,28.50,28.50,25.95,25.95,28.175000000000000000,40,2,1127.00,40,100.00,2.55,-2.55
30-November-2018,27.30,27.30,27.30,27.30,27.300000000000000000,50,1,1365.00,50,100.00,0.00,0.00
29-November-2018,23.65,26.00,23.65,26.00,23.716560509554140127,314,5,7447.00,314,100.00,2.35,2.35
28-November-2018,24.85,24.85,24.85,24.85,24.833333333333333333,36,3,894.00,36,100.00,0.00,0.00
26-November-2018,26.15,26.15,26.15,26.15,26.120000000000000000,25,1,653.00,25,100.00,0.00,0.00
19-November-2018,28.90,28.90,27.50,27.50,28.868852459016393442,61,4,1761.00,61,100.00,1.40,-1.40
16-November-2018,28.90,28.90,28.90,28.90,28.666666666666666666,3,1,86.00,3,100.00,0.00,0.00
15-November-2018,27.55,27.55,27.55,27.55,27.500000000000000000,10,1,275.00,10,100.00,0.00,0.00
25-October-2018,28.90,29.00,28.90,29.00,28.906779661016949152,354,20,10233.00,354,100.00,0.10,0.10
8-October-2018,30.40,30.40,30.40,30.40,30.370370370370370370,27,1,820.00,27,100.00,0.00,0.00
3-October-2018,32.00,32.00,31.95,31.95,31.952380952380952380,21,2,671.00,21,100.00,0.05,-0.05
28-September-2018,33.60,33.60,33.60,33.60,33.600000000000000000,100,1,3360.00,100,100.00,0.00,0.00
27-September-2018,32.00,32.00,32.00,32.00,32.000000000000000000,1,1,32.00,1,100.00,0.00,0.00
18-September-2018,30.50,30.50,30.50,30.50,30.000000000000000000,1,1,30.00,1,100.00,0.00,0.00
17-September-2018,30.60,30.60,30.60,30.60,30.600000000000000000,150,3,4590.00,150,100.00,0.00,0.00
14-September-2018,30.45,30.45,27.55,29.15,29.953125000000000000,320,7,9585.00,320,100.00,2.90,-1.30
5-September-2018,29.00,29.00,29.00,29.00,29.000000000000000000,11,2,319.00,11,100.00,0.00,0.00
4-September-2018,30.50,30.50,30.50,30.50,30.500000000000000000,300,1,9150.00,300,100.00,0.00,0.00
3-September-2018,30.50,30.50,30.50,30.50,30.000000000000000000,1,1,30.00,1,100.00,0.00,0.00
31-August-2018,28.05,30.95,28.05,30.45,30.416666666666666666,12,2,365.00,12,100.00,2.90,2.40
30-August-2018,29.50,29.50,29.50,29.50,29.000000000000000000,1,1,29.00,1,100.00,0.00,0.00
20-August-2018,30.65,30.65,30.65,30.65,30.000000000000000000,1,1,30.00,1,100.00,0.00,0.00
16-August-2018,29.20,29.20,29.20,29.20,29.000000000000000000,3,1,87.00,3,100.00,0.00,0.00
10-August-2018,29.20,29.20,29.20,29.20,29.200000000000000000,10,1,292.00,10,100.00,0.00,0.00
9-August-2018,30.70,30.70,30.70,30.70,30.700000000000000000,20,1,614.00,20,100.00,0.00,0.00
8-August-2018,32.30,32.30,32.30,32.30,32.300000000000000000,100,1,3230.00,100,100.00,0.00,0.00
3-August-2018,34.00,34.00,34.00,34.00,34.000000000000000000,20,2,680.00,20,100.00,0.00,0.00
2-August-2018,34.00,34.00,34.00,34.00,34.000000000000000000,90,3,3060.00,90,100.00,0.00,0.00
30-July-2018,32.50,32.50,32.50,32.50,32.500000000000000000,40,1,1300.00,40,100.00,0.00,0.00
27-July-2018,32.00,32.00,32.00,32.00,32.000000000000000000,20,1,640.00,20,100.00,0.00,0.00
26-July-2018,32.00,32.00,32.00,32.00,32.000000000000000000,11,2,352.00,11,100.00,0.00,0.00
18-July-2018,30.50,30.50,30.50,30.50,30.400000000000000000,5,1,152.00,5,100.00,0.00,0.00
13-July-2018,30.00,30.00,30.00,30.00,30.000000000000000000,100,2,3000.00,100,100.00,0.00,0.00
11-July-2018,28.85,28.85,26.15,28.85,26.221411192214111922,411,4,10777.00,411,100.00,2.70,0.00
6-July-2018,27.50,27.50,27.50,27.50,27.500000000000000000,102,4,2805.00,102,100.00,0.00,0.00
3-July-2018,30.40,31.90,28.90,28.90,30.512857142857142857,2100,5,64077.00,2100,100.00,3.00,-1.50
28-June-2018,31.90,31.90,30.40,30.40,30.411764705882352941,51,2,1551.00,51,100.00,1.50,-1.50
26-June-2018,30.40,30.40,30.40,30.40,30.400000000000000000,50,2,1520.00,50,100.00,0.00,0.00
25-June-2018,30.40,30.40,30.40,30.40,30.400000000000000000,400,1,12160.00,400,100.00,0.00,0.00
19-June-2018,31.95,31.95,31.95,31.95,31.000000000000000000,1,1,31.00,1,100.00,0.00,0.00
18-June-2018,30.45,30.45,30.45,30.45,30.000000000000000000,1,1,30.00,1,100.00,0.00,0.00
14-June-2018,29.00,29.00,29.00,29.00,29.000000000000000000,100,1,2900.00,100,100.00,0.00,0.00
7-June-2018,30.35,30.45,30.35,30.45,30.436585365853658536,410,5,12479.00,410,100.00,0.10,0.10
5-June-2018,31.90,31.90,31.90,31.90,31.000000000000000000,1,1,31.00,1,100.00,0.00,0.00
31-May-2018,32.00,32.00,32.00,32.00,32.000000000000000000,1,1,32.00,1,100.00,0.00,0.00
30-May-2018,31.70,33.35,31.70,33.35,31.850000000000000000,20,2,637.00,20,100.00,1.65,1.65
27-April-2018,33.35,33.35,33.35,33.35,33.333333333333333333,15,1,500.00,15,100.00,0.00,0.00
12-April-2018,36.90,36.90,35.10,35.10,35.108910891089108910,101,3,3546.00,101,100.00,1.80,-1.80
11-April-2018,36.90,36.90,36.90,36.90,36.900000000000000000,50,1,1845.00,50,100.00,0.00,0.00
4-April-2018,38.80,38.80,38.80,38.80,38.785714285714285714,14,1,543.00,14,100.00,0.00,0.00
19-March-2018,40.55,40.55,40.55,40.55,40.549344375431331953,1449,1,58756.00,1449,100.00,0.00,0.00
15-March-2018,39.20,39.70,39.20,39.70,39.297587131367292225,746,8,29316.00,746,100.00,0.50,0.50
6-March-2018,41.40,41.40,41.25,41.25,41.247524752475247524,101,2,4166.00,101,100.00,0.15,-0.15
5-March-2018,40.45,40.45,40.45,40.45,40.449275362318840579,345,3,13955.00,345,100.00,0.00,0.00
23-February-2018,40.35,40.35,40.35,40.35,40.200000000000000000,5,5,201.00,5,100.00,0.00,0.00
22-February-2018,39.00,39.00,39.00,39.00,39.000000000000000000,2,2,78.00,2,100.00,0.00,0.00
21-February-2018,39.20,39.20,35.55,37.90,37.450980392156862745,204,21,7640.00,204,100.00,3.65,-1.30
20-February-2018,37.40,37.40,37.40,37.40,37.400000000000000000,15,2,561.00,15,100.00,0.00,0.00
19-February-2018,35.65,35.65,35.65,35.65,35.000000000000000000,1,1,35.00,1,100.00,0.00,0.00
16-February-2018,33.90,34.00,32.00,34.00,32.801082543978349120,739,7,24240.00,739,100.00,2.00,0.10
15-February-2018,32.40,32.40,29.40,32.40,31.350000000000000000,40,4,1254.00,40,100.00,3.00,0.00
14-February-2018,30.90,30.90,30.90,30.90,30.899917058335637268,3617,5,111765.00,3617,100.00,0.00,0.00
12-February-2018,29.55,32.45,29.45,29.45,29.550440744368266405,1021,4,30171.00,1021,100.00,3.00,-0.10
9-February-2018,34.10,34.10,30.95,30.95,30.980360065466448445,611,5,18929.00,611,100.00,3.15,-3.15
8-February-2018,32.55,32.55,29.45,32.55,32.357384441939120631,887,12,28701.00,887,100.00,3.10,0.00
7-February-2018,31.00,31.00,31.00,31.00,31.000000000000000000,757,5,23467.00,757,100.00,0.00,0.00
5-February-2018,32.60,32.60,32.60,32.60,32.333333333333333333,3,1,97.00,3,100.00,0.00,0.00
2-February-2018,32.60,32.60,32.60,32.60,32.600000000000000000,200,2,6520.00,200,100.00,0.00,0.00
1-February-2018,34.30,36.10,34.30,34.30,34.326023391812865497,684,10,23479.00,684,100.00,1.80,0.00
30-January-2018,36.10,36.10,36.10,36.10,36.100000000000000000,100,1,3610.00,100,100.00,0.00,0.00
25-January-2018,37.85,38.00,37.85,38.00,37.854368932038834951,103,2,3899.00,103,100.00,0.15,0.15
24-January-2018,39.80,39.80,39.80,39.80,39.800000000000000000,10,1,398.00,10,100.00,0.00,0.00
23-January-2018,39.80,39.80,39.80,39.80,39.798850574712643678,348,5,13850.00,348,100.00,0.00,0.00
22-January-2018,41.85,41.85,41.85,41.85,41.850000000000000000,100,1,4185.00,100,100.00,0.00,0.00
18-January-2018,44.10,44.10,39.90,44.05,42.009950248756218905,201,4,8444.00,201,100.00,4.20,-0.05
17-January-2018,42.00,42.00,42.00,42.00,42.000000000000000000,50,1,2100.00,50,100.00,0.00,0.00
16-January-2018,45.00,45.00,42.10,42.10,43.628989361702127659,752,7,32809.00,752,100.00,2.90,-2.90
15-January-2018,44.30,44.30,44.30,44.30,44.000000000000000000,1,1,44.00,1,100.00,0.00,0.00
12-January-2018,48.00,48.40,44.05,46.60,46.426934097421203438,1745,10,81015.00,1745,100.00,4.35,-1.40
11-January-2018,50.75,50.75,46.20,46.35,46.726785714285714285,6160,11,287837.00,6160,100.00,4.55,-4.40
10-January-2018,46.30,48.60,46.30,48.60,46.472932330827067669,1330,7,61809.00,1330,100.00,2.30,2.30
9-January-2018,44.15,46.35,43.80,46.30,45.665242165242165242,702,6,32057.00,702,100.00,2.55,2.15
8-January-2018,44.15,44.15,44.15,44.15,44.150000000000000000,1500,6,66225.00,1500,100.00,0.00,0.00
5-January-2018,42.05,42.05,42.05,42.05,42.049963898916967509,6925,17,291196.00,6925,100.00,0.00,0.00
4-January-2018,40.05,40.05,40.05,40.05,40.050000000000000000,1400,6,56070.00,1400,100.00,0.00,0.00
3-January-2018,36.35,38.15,36.35,38.15,37.444972288202692003,1263,5,47293.00,1263,100.00,1.80,1.80
2-January-2018,39.00,39.00,36.35,36.35,37.322784810126582278,316,6,11794.00,316,100.00,2.65,-2.65
1-January-2018,38.25,38.25,38.25,38.25,38.250000000000000000,100,1,3825.00,100,100.00,0.00,0.00
29-December-2017,36.45,36.45,36.45,36.45,36.450000000000000000,400,2,14580.00,400,100.00,0.00,0.00
28-December-2017,34.75,34.75,34.75,34.75,34.750000000000000000,5300,6,184175.00,5300,100.00,0.00,0.00
27-December-2017,33.10,33.10,33.10,33.10,33.099932705248990578,5944,7,196746.00,5944,100.00,0.00,0.00
26-December-2017,31.55,31.55,31.55,31.55,31.549275362318840579,690,2,21769.00,690,100.00,0.00,0.00
22-December-2017,32.00,32.75,30.00,30.05,31.863090909090909090,11000,12,350494.00,11000,100.00,2.75,-1.95
21-December-2017,31.20,31.20,31.20,31.20,31.199722607489597780,2163,7,67485.00,2163,100.00,0.00,0.00
20-December-2017,29.75,29.75,29.70,29.75,29.741776315789473684,3040,14,90415.00,3040,100.00,0.05,0.00
19-December-2017,28.35,28.35,25.95,28.35,26.179673321234119782,551,4,14425.00,551,100.00,2.40,0.00
18-December-2017,27.00,27.00,27.00,27.00,27.000000000000000000,1,1,27.00,1,100.00,0.00,0.00
15-December-2017,25.20,26.00,25.15,26.00,25.617021276595744680,47,3,1204.00,47,100.00,0.85,0.80
14-December-2017,26.65,26.65,26.45,26.45,26.527906976744186046,430,6,11407.00,430,100.00,0.20,-0.20
13-December-2017,27.80,27.80,27.80,27.80,27.800000000000000000,45,1,1251.00,45,100.00,0.00,0.00
6-December-2017,30.00,30.00,29.25,29.25,29.625000000000000000,200,2,5925.00,200,100.00,0.75,-0.75
1-December-2017,31.50,32.00,30.65,30.65,31.792113564668769716,3170,7,100781.00,3170,100.00,1.35,-0.85
30-November-2017,32.35,32.35,30.85,32.25,32.181057744198596869,7412,18,238526.00,7412,100.00,1.50,-0.10
29-November-2017,31.35,31.35,30.85,30.85,31.335133020344287949,12780,12,400463.00,12780,100.00,0.50,-0.50
28-November-2017,29.90,29.90,29.90,29.90,29.899940723177237700,8435,23,252206.00,8435,100.00,0.00,0.00
27-November-2017,28.45,28.50,28.45,28.50,28.482344632768361581,7080,9,201655.00,7080,100.00,0.05,0.05
24-November-2017,29.90,29.90,27.10,27.15,27.208695652173913043,460,7,12516.00,460,100.00,2.80,-2.75
23-November-2017,29.00,29.00,28.50,28.50,28.502487562189054726,201,2,5729.00,201,100.00,0.50,-0.50
22-November-2017,32.00,32.00,29.95,29.95,30.718750000000000000,800,4,24575.00,800,100.00,2.05,-2.05
21-November-2017,31.50,31.50,31.50,31.50,31.500000000000000000,800,1,25200.00,800,100.00,0.00,0.00
20-November-2017,34.55,34.55,31.90,33.00,34.295005502856244431,19081,25,654383.00,19081,100.00,2.65,-1.55
17-November-2017,32.95,32.95,32.00,32.95,32.560000000000000000,25,3,814.00,25,100.00,0.95,0.00
16-November-2017,31.40,31.40,31.40,31.40,31.400000000000000000,10,1,314.00,10,100.00,0.00,0.00
