Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
2-December-2020,78.50,81.90,78.50,79.05,79.896266829865361077,16340,179,1305505.00,8120,49.69,3.40,0.55
1-December-2020,79.90,81.85,78.15,81.20,80.270434477358032025,37033,380,2972655.00,21881,59.09,3.70,1.30
27-November-2020,77.75,79.00,74.95,78.40,77.579477434679334916,52625,458,4082620.00,30681,58.30,4.05,0.65
26-November-2020,72.00,75.25,71.50,75.25,75.007547000291997035,44521,225,3339411.00,31067,69.78,3.75,3.25
25-November-2020,72.55,73.10,71.20,71.70,71.951848341232227488,5275,62,379546.00,2323,44.04,1.90,-0.85
24-November-2020,73.80,74.30,71.20,71.45,72.226189858306949706,19267,230,1391582.00,11891,61.72,3.10,-2.35
23-November-2020,73.90,75.55,70.40,72.50,72.338285299263807731,30291,451,2191199.00,23986,79.19,5.15,-1.40
20-November-2020,75.30,77.50,73.00,73.85,74.807767496416004170,30692,435,2296000.00,15210,49.56,4.50,-1.45
19-November-2020,76.75,76.75,73.65,75.15,75.397099992821764410,13931,263,1050357.00,9010,64.68,3.10,-1.60
18-November-2020,79.90,80.45,74.50,76.00,76.794003156233561283,28515,284,2189781.00,18996,66.62,5.95,-3.90
17-November-2020,76.00,78.20,75.35,78.10,77.167734047508150908,51528,440,3976299.00,34812,67.56,2.85,2.10
14-November-2020,77.00,77.00,73.50,74.50,74.865087281795511221,12030,215,900627.00,8705,72.36,3.50,-2.50
13-November-2020,72.00,76.40,72.00,74.25,72.385656196712710248,99109,614,7174070.00,72039,72.69,4.40,2.25
12-November-2020,75.75,75.75,75.75,75.75,75.750000000000000000,5348,66,405111.00,5348,100.00,0.00,0.00
11-November-2020,81.20,83.80,78.10,79.70,79.556900648641705735,31142,392,2477561.00,18864,60.57,5.70,-1.50
10-November-2020,84.95,85.20,80.00,81.35,82.608078538056656218,33818,635,2793640.00,15944,47.15,5.20,-3.60
9-November-2020,79.90,81.70,77.75,81.70,81.442823086092205944,52014,277,4236167.00,38939,74.86,3.95,1.80
6-November-2020,77.70,79.70,77.00,77.85,78.275936104431466849,11644,166,911445.00,6814,58.52,2.70,0.15
5-November-2020,78.80,80.00,75.20,77.70,78.369364475828354155,14728,162,1154224.00,7740,52.55,4.80,-1.10
4-November-2020,75.55,79.45,75.55,77.00,78.317297850562947799,3908,70,306064.00,1297,33.19,3.90,1.45
3-November-2020,74.55,80.15,74.55,76.75,78.440253285218220194,14687,200,1152052.00,8676,59.07,5.60,2.20
2-November-2020,81.00,82.50,77.60,78.20,79.430671997936282729,15506,251,1231652.00,7660,49.40,4.90,-2.80
30-October-2020,82.00,82.90,78.40,79.15,80.103254356043145570,10847,232,868880.00,4925,45.40,4.50,-2.85
29-October-2020,82.20,83.70,79.00,80.05,81.238250348999534667,19341,188,1571229.00,7847,40.57,4.70,-2.15
28-October-2020,81.85,84.00,77.60,82.35,81.315359552108668716,43582,386,3543886.00,26191,60.10,6.40,0.50
27-October-2020,77.00,81.55,74.65,81.55,79.961282212445003142,31820,310,2544368.00,19318,60.71,6.90,4.55
26-October-2020,79.00,79.95,77.45,77.70,78.528046857400315386,4439,125,348586.00,3424,77.13,2.50,-1.30
23-October-2020,81.95,81.95,78.20,80.10,79.884251613871791022,13322,221,1064218.00,6637,49.82,3.75,-1.85
22-October-2020,82.50,83.85,80.70,81.50,82.138982764447448462,11836,139,972197.00,9479,80.09,3.15,-1.00
21-October-2020,79.95,83.95,79.95,81.65,81.723148148148148148,4320,125,353044.00,3530,81.71,4.00,1.70
20-October-2020,85.50,85.50,79.45,80.15,82.141789752344194561,40419,662,3320089.00,22440,55.52,6.05,-5.35
19-October-2020,82.75,83.60,80.15,83.60,82.775967536793652716,49533,377,4100142.00,38090,76.90,3.45,0.85
16-October-2020,73.00,79.65,73.00,79.65,78.116241741881455289,42988,437,3358061.00,32595,75.82,6.65,6.65
15-October-2020,71.45,76.65,71.10,75.90,76.105274474454607102,60461,379,4601401.00,23857,39.46,5.55,4.45
14-October-2020,71.15,73.50,71.10,73.00,72.564102564102564102,4641,59,336770.00,2103,45.31,2.40,1.85
13-October-2020,72.00,73.75,70.05,73.25,72.489952153110047846,8360,215,606016.00,6077,72.69,3.70,1.25
12-October-2020,75.00,77.45,73.20,73.45,74.705547352879139422,18964,139,1416716.00,14004,73.85,4.25,-1.55
9-October-2020,76.65,78.70,75.55,76.10,76.561088435374149659,11025,226,844086.00,6575,59.64,3.15,-0.55
8-October-2020,82.40,82.40,76.55,77.50,78.305394209554685037,44418,777,3478169.00,25662,57.77,5.85,-4.90
7-October-2020,77.90,79.60,77.90,79.60,78.849018916696040418,8511,78,671084.00,7866,92.42,1.70,1.70
6-October-2020,74.50,76.55,71.55,75.85,73.539811941266385659,21589,308,1587651.00,13810,63.97,5.00,1.35
5-October-2020,77.00,79.50,72.90,72.95,75.257179719978974530,41854,614,3149814.00,23240,55.53,6.60,-4.05
1-October-2020,79.70,80.90,76.30,76.70,78.439646308862841867,9726,215,762904.00,5567,57.24,4.60,-3.00
30-September-2020,84.10,84.10,79.00,79.15,79.830349118562046318,14465,263,1154746.00,10513,72.68,5.10,-4.95
29-September-2020,84.30,85.75,79.40,81.15,81.226785273041759327,40470,305,3287248.00,28933,71.49,6.35,-3.15
28-September-2020,84.50,85.60,81.35,82.55,82.962653649355996000,17003,282,1410614.00,9609,56.51,4.25,-1.95
25-September-2020,80.00,82.95,77.50,81.65,81.270387849832002952,51489,769,4184531.00,32500,63.12,5.45,1.65
24-September-2020,80.00,81.85,79.15,79.15,79.788701474516117229,54662,616,4361410.00,28908,52.88,2.70,-0.85
23-September-2020,84.90,88.90,81.50,83.30,84.442808939312435815,20449,340,1726771.00,7464,36.50,7.40,-1.60
22-September-2020,91.00,91.00,84.75,84.95,85.754606101491642305,66705,753,5720261.00,35854,53.75,6.25,-6.05
21-September-2020,91.15,91.15,83.10,89.20,89.661804007147714154,126474,1630,11339887.00,55158,43.61,8.05,-1.95
18-September-2020,86.85,86.85,83.05,86.85,86.576942485372036861,166462,619,14411771.00,64731,38.89,3.80,0.00
17-September-2020,81.00,82.75,80.00,82.75,82.625427416847995026,22519,85,1860642.00,21526,95.59,2.75,1.75
16-September-2020,77.00,78.85,75.65,78.85,78.205588938801703517,51423,382,4021566.00,36218,70.43,3.20,1.85
15-September-2020,71.20,75.10,71.20,75.10,74.471746835443037974,39500,261,2941634.00,28656,72.55,3.90,3.90
14-September-2020,74.00,74.60,70.60,71.55,71.692046874070549045,33622,487,2410430.00,22300,66.33,4.00,-2.45
11-September-2020,77.40,77.40,72.50,74.25,75.111239700827388458,57893,699,4348415.00,39713,68.60,4.90,-3.15
10-September-2020,73.45,74.30,73.30,74.30,74.061701189951520493,4538,59,336092.00,4336,95.55,1.00,0.85
9-September-2020,70.90,73.45,69.80,70.80,70.270383637978016594,32661,339,2295101.00,24085,73.74,3.65,-0.10
8-September-2020,76.40,76.85,70.80,73.45,74.076271314892004547,65975,757,4887182.00,32500,49.26,6.05,-2.95
7-September-2020,71.90,73.25,69.60,73.25,72.389062094050402702,38490,235,2786255.00,23891,62.07,3.65,1.35
4-September-2020,69.80,69.80,67.65,69.80,69.587050499489985913,61763,307,4297905.00,45934,74.37,2.15,0.00
3-September-2020,66.50,66.50,66.50,66.50,66.499630996309963099,1355,22,90107.00,1355,100.00,0.00,0.00
2-September-2020,58.10,63.35,58.10,63.35,63.288443170964660936,2094,30,132526.00,2093,99.95,5.25,5.25
1-September-2020,63.30,63.30,60.20,60.35,60.726557859304726614,35353,185,2146866.00,29329,82.96,3.10,-2.95
31-August-2020,69.95,69.95,63.35,63.35,64.842478788086977431,145555,863,9438147.00,101593,69.80,6.60,-6.60
28-August-2020,67.30,67.30,65.15,66.65,67.220417160862116474,83469,260,5610821.00,47619,57.05,2.15,-0.65
27-August-2020,64.10,64.10,64.10,64.10,64.099763095551460910,3799,26,243515.00,3799,100.00,0.00,0.00
26-August-2020,61.05,61.05,61.05,61.05,61.049937836717778698,4826,25,294627.00,4826,100.00,0.00,0.00
25-August-2020,58.15,58.15,58.15,58.15,58.149937193102660728,8757,32,509219.00,7957,90.86,0.00,0.00
24-August-2020,55.40,55.40,55.40,55.40,55.400000000000000000,5085,17,281709.00,5085,100.00,0.00,0.00
21-August-2020,52.80,52.80,52.80,52.80,52.800000000000000000,2595,16,137016.00,2595,100.00,0.00,0.00
20-August-2020,50.30,50.30,50.30,50.30,50.299895141558895491,2861,14,143908.00,2861,100.00,0.00,0.00
19-August-2020,49.70,49.90,47.00,47.95,48.389711934156378600,34020,292,1646218.00,15484,45.51,2.90,-1.75
18-August-2020,49.00,49.70,48.60,49.45,49.590370198624314089,64695,290,3208249.00,37052,57.27,1.10,0.45
17-August-2020,45.55,47.35,44.00,47.35,45.674284732365323481,23278,136,1063206.00,15755,67.68,3.35,1.80
14-August-2020,46.90,46.95,43.65,45.10,44.951547902546253892,21836,213,981562.00,11125,50.95,3.30,-1.80
13-August-2020,46.10,47.05,45.00,45.75,46.017168449863150037,16076,189,739772.00,8140,50.63,2.05,-0.35
12-August-2020,46.20,48.65,46.00,46.80,47.483970980343523283,16127,165,765774.00,11299,70.06,2.65,0.60
11-August-2020,49.25,49.25,45.60,47.45,48.023078136620765815,44371,431,2130832.00,25603,57.70,3.65,-1.80
10-August-2020,46.85,46.95,46.55,46.95,46.816398555482600131,12184,61,570411.00,12020,98.65,0.40,0.10
7-August-2020,44.75,44.75,43.10,44.75,44.486590886723747662,40644,203,1808113.00,35383,87.06,1.65,0.00
6-August-2020,42.65,42.65,42.65,42.65,42.649958623950821610,8459,22,360776.00,8459,100.00,0.00,0.00
5-August-2020,40.65,40.65,40.65,40.65,40.649787977051633823,4009,19,162965.00,4009,100.00,0.00,0.00
4-August-2020,37.35,38.75,36.00,38.75,38.552033660589060308,21390,47,824628.00,17953,83.93,2.75,1.40
3-August-2020,36.80,37.75,35.20,36.95,36.889273600904465799,14152,304,522057.00,7919,55.96,2.55,0.15
31-July-2020,34.55,37.45,34.55,36.20,36.003001306451043395,28321,579,1019641.00,23019,81.28,2.90,1.65
30-July-2020,37.15,39.15,36.05,36.25,36.682227195907367651,21893,298,803084.00,14925,68.17,3.10,-0.90
29-July-2020,36.55,38.85,36.55,37.90,37.677324358435002103,9508,295,358236.00,4857,51.08,2.30,1.35
28-July-2020,38.05,38.25,37.00,37.85,37.458646616541353383,7847,149,293938.00,3732,47.56,1.25,-0.20
27-July-2020,40.00,41.30,38.10,38.40,38.670072854574699593,21138,235,817408.00,10396,49.18,3.20,-1.60
24-July-2020,40.25,41.95,39.50,39.80,40.445575297567707434,5797,89,234463.00,2840,48.99,2.45,-0.45
23-July-2020,40.75,42.70,40.70,40.80,41.427664399092970521,6615,87,274044.00,2216,33.50,2.00,0.05
22-July-2020,41.05,42.90,40.65,41.00,41.779009798865394533,3878,70,162019.00,1125,29.01,2.25,-0.05
21-July-2020,40.55,42.50,40.20,41.40,41.193795664151395376,8349,115,343927.00,4298,51.48,2.30,0.85
20-July-2020,42.30,43.40,40.15,40.95,40.947065734957640220,16171,219,662155.00,9731,60.18,3.25,-1.35
17-July-2020,43.00,43.70,40.50,41.40,41.633608388137486040,32236,305,1342101.00,24838,77.05,3.20,-1.60
16-July-2020,43.15,43.15,41.70,42.50,42.229056291390728476,12080,156,510127.00,9252,76.59,1.45,-0.65
15-July-2020,43.40,46.50,43.35,43.55,44.164568101814243162,14772,146,652399.00,9649,65.32,3.15,0.15
14-July-2020,48.10,49.25,44.75,45.55,46.301707779886148007,47430,643,2196090.00,32820,69.20,4.50,-2.55
13-July-2020,47.10,47.10,45.50,47.10,47.036893117815667385,135364,269,6367102.00,97082,71.72,1.60,0.00
10-July-2020,43.20,46.40,42.75,44.90,43.568195534097767048,39768,191,1732620.00,14244,35.82,3.65,1.70
9-July-2020,45.05,45.45,43.95,44.85,44.530011131089990581,11679,109,520066.00,4824,41.30,1.50,-0.20
8-July-2020,45.75,47.00,45.00,45.05,45.700790678318768206,7209,83,329457.00,3453,47.90,2.00,-0.70
7-July-2020,46.25,48.20,44.25,46.80,45.525554662876212842,16181,201,736649.00,6936,42.86,3.95,0.55
6-July-2020,46.35,48.50,46.00,46.55,47.229250000000000000,16000,169,755668.00,8910,55.69,2.50,0.20
3-July-2020,47.60,48.80,46.00,46.50,46.929749866950505588,13153,206,617267.00,8129,61.80,2.80,-1.10
2-July-2020,48.85,48.85,47.10,47.60,48.405220993633677541,32829,202,1589095.00,23509,71.61,1.75,-1.25
1-July-2020,44.10,46.55,42.20,46.55,45.958189097257758646,33221,197,1526777.00,26893,80.95,4.35,2.45
30-June-2020,43.75,46.75,43.10,44.35,44.963356973995271867,15228,130,684702.00,6491,42.63,3.65,0.60
29-June-2020,43.45,45.25,42.85,44.55,43.215978812624144780,45310,153,1958116.00,29568,65.26,2.40,1.10
26-June-2020,47.75,47.85,44.00,45.10,46.201653405564020089,70884,576,3274958.00,57144,80.62,3.85,-2.65
25-June-2020,45.50,45.60,43.65,45.60,45.231049488918125695,9881,33,446928.00,6871,69.54,1.95,0.10
24-June-2020,43.40,43.45,42.50,43.45,43.311737089201877934,24495,135,1060921.00,20251,82.67,0.95,0.05
23-June-2020,39.85,41.40,39.85,41.40,41.384221990718818069,21118,44,873952.00,20931,99.11,1.55,1.55
22-June-2020,40.00,40.10,38.60,39.45,39.297475403749767959,10774,120,423391.00,7684,71.32,1.50,-0.55
19-June-2020,41.70,41.70,39.00,40.00,39.775566442131047152,3266,95,129907.00,2513,76.94,2.70,-1.70
18-June-2020,38.40,40.60,38.40,40.10,39.758456320469337244,10909,132,433725.00,6344,58.15,2.20,1.70
17-June-2020,38.75,39.95,37.60,39.10,38.942708044190307000,18013,194,701475.00,13874,77.02,2.35,0.35
16-June-2020,39.30,39.95,38.20,38.40,38.930799940854650303,6763,104,263289.00,3582,52.96,1.75,-0.90
15-June-2020,39.95,41.60,39.00,39.70,40.508738105603582312,32158,320,1302680.00,22137,68.84,2.60,-0.25
12-June-2020,39.10,40.55,38.75,39.65,39.447207564913013949,19141,177,755059.00,14307,74.75,1.80,0.55
11-June-2020,40.00,42.45,38.25,40.75,41.520141748451696234,90583,604,3761019.00,50060,55.26,4.20,0.75
10-June-2020,36.00,38.60,36.00,38.60,37.797371228021883494,29063,186,1098505.00,22359,76.93,2.60,2.60
9-June-2020,32.00,36.50,32.00,35.10,35.480999353169469598,12368,112,438829.00,9954,80.48,4.50,3.10
8-June-2020,36.00,37.10,34.75,35.10,36.212098788271205253,32433,292,1174467.00,27575,85.02,2.35,-0.90
5-June-2020,32.40,33.75,31.00,33.75,33.204395450077236343,14242,52,472897.00,10856,76.23,2.75,1.35
4-June-2020,32.20,32.20,30.60,30.70,31.331305758313057583,2466,25,77263.00,1108,44.93,1.60,-1.50
3-June-2020,30.05,31.90,29.80,31.90,31.137564845895636252,16385,52,510189.00,12753,77.83,2.10,1.85
2-June-2020,29.15,31.10,29.10,30.40,30.018251398292611127,10191,96,305916.00,3406,33.42,2.00,1.25
1-June-2020,29.35,31.00,29.15,30.15,29.987804878048780487,6806,95,204097.00,3254,47.81,1.85,0.80
29-May-2020,29.35,31.00,29.30,29.85,29.846081131067362623,24331,213,726185.00,18597,76.43,1.70,0.50
28-May-2020,30.05,31.60,29.75,30.15,30.460922235248143806,5118,88,155899.00,1631,31.87,1.85,0.10
27-May-2020,32.05,33.00,30.60,30.75,31.215194846008799497,12728,97,397307.00,7622,59.88,2.40,-1.30
26-May-2020,31.60,31.60,30.30,31.50,31.455903417229384080,4887,82,153725.00,4190,85.74,1.30,-0.10
22-May-2020,29.15,30.10,27.65,30.10,29.509311224489795918,7840,59,231353.00,4877,62.21,2.45,0.95
21-May-2020,28.70,28.70,28.70,28.70,28.699354838709677419,775,6,22242.00,775,100.00,0.00,0.00
20-May-2020,27.25,27.35,27.25,27.35,27.341409078251183514,3591,22,98183.00,3491,97.22,0.10,0.10
19-May-2020,25.05,26.80,25.05,26.05,25.911712511091393078,4508,21,116810.00,2107,46.74,1.75,1.00
18-May-2020,25.95,26.00,25.15,25.55,25.849289099526066350,1055,17,27271.00,945,89.57,0.85,-0.40
15-May-2020,24.75,26.80,24.70,25.00,25.541763341067285382,1724,23,44034.00,399,23.14,2.10,0.25
14-May-2020,26.10,26.70,25.25,25.75,25.739484396200814111,2211,18,56910.00,2210,99.95,1.45,-0.35
13-May-2020,26.10,26.10,25.05,26.10,25.757322175732217573,2629,26,67716.00,2384,90.68,1.05,0.00
12-May-2020,26.00,26.00,24.75,24.90,25.122895622895622895,1188,22,29846.00,1060,89.23,1.25,-1.10
11-May-2020,25.40,26.55,25.40,25.80,26.286686103012633624,4116,38,108196.00,4006,97.33,1.15,0.40
8-May-2020,26.50,26.55,24.50,25.35,25.523338352333835233,4649,39,118658.00,2174,46.76,2.05,-1.15
7-May-2020,25.55,25.80,25.00,25.60,25.333812949640287769,4170,147,105642.00,4160,99.76,0.80,0.05
6-May-2020,24.70,24.70,24.60,24.60,24.667487684729064039,812,77,20030.00,737,90.76,0.10,-0.10
5-May-2020,25.45,26.20,24.75,25.85,25.308464849354375896,697,20,17640.00,692,99.28,1.45,0.40
4-May-2020,24.90,26.55,24.85,25.40,25.940736744759556103,12976,32,336607.00,11380,87.70,1.70,0.50
30-April-2020,26.95,27.00,26.10,26.15,26.591359135913591359,1111,19,29543.00,901,81.10,0.90,-0.80
29-April-2020,27.05,27.50,26.95,27.25,27.034109544112823876,3049,24,82427.00,2773,90.95,0.55,0.20
28-April-2020,27.50,28.80,27.50,28.35,27.683984825993732475,6063,60,167848.00,5803,95.71,1.30,0.85
27-April-2020,28.90,28.90,28.90,28.90,28.898305084745762711,236,7,6820.00,236,100.00,0.00,0.00
24-April-2020,33.30,33.30,30.40,30.40,31.144882434301521438,2892,32,90071.00,2094,72.41,2.90,-2.90
23-April-2020,32.95,32.95,30.80,31.95,31.818400120066036319,6663,43,212006.00,2495,37.45,2.15,-1.00
22-April-2020,31.50,31.50,30.00,31.50,31.284905334140226506,23134,98,723745.00,20404,88.20,1.50,0.00
21-April-2020,31.05,31.05,29.50,30.00,29.711966750313676286,12752,42,378887.00,12451,97.64,1.55,-1.05
20-April-2020,29.00,29.60,27.05,29.60,29.426058359868455394,19157,63,563715.00,18431,96.21,2.55,0.60
17-April-2020,28.20,28.20,27.45,28.20,28.179282091299258681,20504,53,577788.00,17285,84.30,0.75,0.00
16-April-2020,26.90,26.90,26.90,26.90,26.899343544857768052,457,10,12293.00,407,89.06,0.00,0.00
15-April-2020,25.65,25.65,25.65,25.65,25.649087221095334685,493,8,12645.00,493,100.00,0.00,0.00
13-April-2020,24.45,24.45,23.95,24.45,24.390925756186984417,2182,31,53221.00,1998,91.57,0.50,0.00
9-April-2020,23.30,23.30,22.95,23.30,23.284608120868744098,10590,29,246584.00,9930,93.77,0.35,0.00
8-April-2020,22.05,22.20,22.05,22.20,22.195701357466063348,1768,11,39242.00,1768,100.00,0.15,0.15
7-April-2020,20.60,21.15,19.85,21.15,20.638596491228070175,2280,88,47056.00,1939,85.04,1.30,0.55
3-April-2020,20.10,21.75,20.00,20.15,20.472906403940886699,812,55,16624.00,619,76.23,1.75,0.05
1-April-2020,21.15,21.30,20.05,21.05,20.843619683069224353,7194,108,149949.00,6629,92.15,1.25,-0.10
31-March-2020,18.70,20.45,18.70,20.45,19.729231838720889815,8631,93,170283.00,3217,37.27,1.75,1.75
30-March-2020,19.80,19.90,19.65,19.65,19.677024482109227871,1062,13,20897.00,1062,100.00,0.25,-0.15
27-March-2020,20.70,21.05,20.50,20.65,20.824169303797468354,5056,205,105287.00,4322,85.48,0.55,-0.05
26-March-2020,20.70,21.50,20.00,20.05,20.849389987379049221,2377,58,49559.00,2377,100.00,1.50,-0.65
25-March-2020,20.75,22.35,20.65,20.70,21.836848902281532501,2323,20,50727.00,2263,97.42,1.70,-0.05
24-March-2020,21.75,22.25,21.70,21.70,21.722095671981776765,3951,22,85824.00,3671,92.91,0.55,-0.05
23-March-2020,22.80,22.80,22.80,22.80,22.800000000000000000,125,2,2850.00,125,100.00,0.00,0.00
20-March-2020,25.00,25.25,23.75,24.00,24.022053173505455663,13014,1037,312623.00,10313,79.25,1.50,-1.00
19-March-2020,24.65,25.55,24.65,24.95,24.745972957084068195,34020,137,841858.00,33347,98.02,0.90,0.30
18-March-2020,25.90,25.90,25.90,25.90,25.898039215686274509,255,5,6604.00,255,100.00,0.00,0.00
17-March-2020,27.25,27.85,27.25,27.25,27.303431504998649013,3701,45,101050.00,3345,90.38,0.60,0.00
16-March-2020,28.65,29.00,28.65,28.65,28.785321605277625068,7276,23,209442.00,7200,98.96,0.35,0.00
13-March-2020,30.15,30.15,30.15,30.15,30.149995616726571403,11407,45,343921.00,10952,96.01,0.00,0.00
12-March-2020,32.00,33.30,31.70,31.70,31.825781845919145690,13110,68,417236.00,12409,94.65,1.60,-0.30
11-March-2020,32.40,33.85,30.80,33.35,33.228877988963825873,16310,172,541963.00,12410,76.09,3.05,0.95
9-March-2020,32.15,32.65,32.10,32.25,32.133222108938115982,32367,104,1040056.00,27685,85.53,0.55,0.10
6-March-2020,32.95,34.80,31.95,33.75,32.618106938433617199,14326,125,467287.00,7959,55.56,2.85,0.80
5-March-2020,33.25,33.60,33.25,33.60,33.500847936687394007,3538,19,118526.00,3538,100.00,0.35,0.35
4-March-2020,33.10,33.10,31.85,32.00,32.052600355942258255,5057,74,162090.00,4447,87.94,1.25,-1.10
3-March-2020,33.00,34.00,32.00,33.50,33.070239918325676365,9795,97,323923.00,7250,74.02,2.00,0.50
2-March-2020,31.30,33.95,31.30,33.10,33.698269016992218516,18891,154,636594.00,14760,78.13,2.65,1.80
28-February-2020,33.00,33.00,32.35,32.35,32.405162009098505245,10771,82,349036.00,10037,93.19,0.65,-0.65
27-February-2020,35.65,35.65,34.00,34.05,34.133778201461709564,3147,28,107419.00,3008,95.58,1.65,-1.60
26-February-2020,35.30,35.50,34.20,34.60,34.648578614434875390,13121,120,454624.00,6891,52.52,1.30,-0.70
25-February-2020,36.50,36.50,35.95,35.95,36.239277652370203160,886,29,32108.00,840,94.81,0.55,-0.55
24-February-2020,38.25,40.00,36.65,37.05,37.150828413635498000,5251,95,195079.00,4293,81.76,3.35,-1.20
20-February-2020,40.45,40.50,38.05,38.20,38.852425563491327335,10781,150,418868.00,9208,85.41,2.45,-2.25
19-February-2020,40.50,40.85,38.85,39.10,39.858883473637571998,9028,154,359846.00,5817,64.43,2.00,-1.40
18-February-2020,39.25,39.90,37.05,39.55,37.696036282893182784,21167,162,797912.00,16218,76.62,2.85,0.30
17-February-2020,39.75,42.05,38.50,38.55,39.991023489932885906,35760,282,1430079.00,21132,59.09,3.55,-1.20
14-February-2020,39.75,41.70,37.85,40.35,41.096558127196763711,211106,1374,8675730.00,140090,66.36,3.85,0.60
13-February-2020,39.55,39.75,39.10,39.75,39.743369919905072678,33710,122,1339749.00,29160,86.50,0.65,0.20
12-February-2020,37.00,37.90,36.00,37.90,37.574652738437832815,44131,358,1658207.00,38459,87.15,1.90,0.90
11-February-2020,36.00,36.10,34.00,36.10,35.741853267795375933,49437,394,1766970.00,39251,79.40,2.10,0.10
10-February-2020,34.25,35.00,32.40,34.40,34.009205983889528193,2607,53,88662.00,2235,85.73,2.60,0.15
7-February-2020,34.05,34.85,34.00,34.00,34.139805825242718446,515,6,17582.00,515,100.00,0.85,-0.05
6-February-2020,33.90,34.05,33.40,33.90,33.848704663212435233,1930,40,65328.00,1930,100.00,0.65,0.00
5-February-2020,34.05,34.25,32.55,33.90,34.001825483753194596,5478,597,186262.00,5128,93.61,1.70,-0.15
4-February-2020,34.50,34.50,33.90,33.95,34.000165289256198347,6050,140,205701.00,6045,99.92,0.60,-0.55
3-February-2020,33.90,34.40,32.60,33.60,33.727302310445818418,9219,406,310932.00,7212,78.23,1.80,-0.30
1-February-2020,33.75,34.15,33.70,33.90,33.931415929203539823,452,34,15337.00,447,98.89,0.45,0.15
31-January-2020,35.00,35.00,33.95,34.00,34.154565061107117181,1391,176,47509.00,1370,98.49,1.05,-1.00
30-January-2020,33.70,34.50,33.65,34.35,34.391508751627368725,13826,388,475497.00,13500,97.64,0.85,0.65
29-January-2020,34.95,34.95,33.75,34.10,34.191657271702367531,887,12,30328.00,790,89.06,1.20,-0.85
28-January-2020,34.00,35.00,33.10,34.00,34.113432835820895522,2680,46,91424.00,2665,99.44,1.90,0.00
27-January-2020,34.75,35.05,33.35,33.75,34.285748850713767239,12399,81,425109.00,10093,81.40,1.70,-1.00
24-January-2020,33.05,34.75,33.05,34.75,34.162282423766522706,7641,65,261034.00,5887,77.04,1.70,1.70
23-January-2020,33.70,34.90,33.00,33.10,33.589622641509433962,2756,41,92573.00,2096,76.05,1.90,-0.60
