,Date,Open,High,Low,Close,Adj Close,Volume
0,2016-01-04,90.410004,90.620003,89.18,90.029999,74.457954,564600
1,2016-01-05,90.029999,91.330002,89.730003,91.160004,75.392494,515500
2,2016-01-06,90.410004,91.360001,90.019997,90.690002,75.003792,462000
3,2016-01-07,89.629997,91.510002,89.150002,90.849998,75.136108,698000
4,2016-01-08,91.129997,91.669998,90.099998,90.260002,74.648155,575400
5,2016-01-11,90.459999,91.870003,89.550003,90.559998,74.896286,698900
6,2016-01-12,90.889999,90.889999,89.519997,90.290001,74.672958,491400
7,2016-01-13,89.730003,91.019997,88.830002,89.300003,74.531082,546000
8,2016-01-14,89.269997,90.199997,88.620003,89.389999,74.606194,792700
9,2016-01-15,88.050003,90.489998,87.190002,90.349998,75.407433,968500
10,2016-01-19,90.790001,91.93,90.010002,91.080002,76.016693,550800
11,2016-01-20,90.360001,90.839996,87.690002,89.370003,74.589508,995800
12,2016-01-21,89.949997,90.769997,88.800003,89.339996,74.564461,650300
13,2016-01-22,90.32,91.949997,88.980003,91.480003,76.35054,678800
14,2016-01-25,91.489998,92.940002,90.900002,92.529999,77.226883,679700
15,2016-01-26,92.839996,94.870003,92.519997,94.800003,79.12146,709900
16,2016-01-27,94.669998,94.669998,91.669998,92.360001,77.084991,693200
17,2016-01-28,92.620003,93.440002,91.160004,91.93,76.726135,493100
18,2016-01-29,92.849998,94.0,91.5,93.82,78.303551,941100
19,2016-02-01,93.199997,94.449997,92.849998,93.849998,78.328583,713700
20,2016-02-02,93.68,94.290001,92.18,92.410004,77.126747,762100
21,2016-02-03,92.82,94.190002,91.029999,92.470001,77.176819,930800
22,2016-02-04,90.470001,92.339996,86.110001,87.629997,73.137276,1655200
23,2016-02-05,87.309998,88.82,85.25,85.559998,71.409637,978100
24,2016-02-08,85.410004,86.0,82.910004,84.639999,70.641792,663400
25,2016-02-09,83.790001,86.160004,83.660004,85.18,71.092476,633100
26,2016-02-10,85.5,87.080002,84.900002,86.220001,71.960487,899700
27,2016-02-11,85.050003,85.870003,83.93,84.870003,70.833733,587500
28,2016-02-12,85.620003,86.879997,84.410004,85.489998,71.351219,753800
29,2016-02-16,86.339996,88.620003,85.489998,88.32,73.713173,815800
30,2016-02-17,88.5,89.860001,87.410004,88.849998,74.15551,626200
31,2016-02-18,89.260002,91.690002,88.470001,91.410004,76.292137,808500
32,2016-02-19,90.75,92.199997,89.360001,91.599998,76.450684,622400
33,2016-02-22,91.900002,93.480003,91.900002,92.970001,77.594124,462000
34,2016-02-23,92.419998,93.809998,91.639999,92.029999,76.809578,881600
35,2016-02-24,91.400002,92.760002,89.639999,91.209999,76.125191,1181700
36,2016-02-25,91.75,92.629997,91.669998,92.279999,77.018242,534700
37,2016-02-26,92.279999,92.690002,91.489998,91.75,76.575897,663300
38,2016-02-29,91.910004,92.599998,89.760002,89.940002,75.065239,3970800
39,2016-03-01,90.730003,93.900002,90.730003,93.879997,78.353622,682300
40,2016-03-02,93.519997,94.989998,93.199997,94.5,78.871063,542800
41,2016-03-03,94.660004,94.660004,92.769997,94.089996,78.5289,501500
42,2016-03-04,93.919998,94.419998,93.150002,93.370003,77.927971,590300
43,2016-03-07,92.849998,94.230003,92.709999,93.790001,78.278511,432300
44,2016-03-08,93.989998,94.739998,93.519997,93.970001,78.428741,637400
45,2016-03-09,93.809998,94.989998,93.779999,94.089996,78.5289,303200
46,2016-03-10,94.730003,94.830002,92.980003,94.059998,78.503853,353300
47,2016-03-11,94.330002,95.610001,93.449997,95.540001,79.739098,412600
48,2016-03-14,95.510002,96.339996,95.139999,96.120003,80.223152,339500
49,2016-03-15,95.75,97.220001,95.389999,97.199997,81.124535,414400
50,2016-03-16,96.779999,99.980003,96.639999,99.379997,82.943985,841500
51,2016-03-17,99.440002,101.220001,99.0,100.980003,84.279388,500600
52,2016-03-18,100.949997,102.199997,100.300003,101.25,84.504738,819800
53,2016-03-21,100.5,101.269997,99.190002,99.5,83.044159,1004000
54,2016-03-22,99.360001,99.650002,98.480003,99.43,82.985748,654100
55,2016-03-23,99.550003,99.669998,98.589996,98.949997,82.585121,296100
56,2016-03-24,98.610001,99.089996,97.830002,98.309998,82.050972,466100
57,2016-03-28,98.989998,99.610001,98.330002,99.410004,82.96904,266800
58,2016-03-29,99.75,101.349998,99.75,101.290001,84.538101,603600
59,2016-03-30,101.349998,101.989998,100.699997,101.480003,84.696693,245400
