,Date,Open,High,Low,Close,Adj Close,Volume
0,2016-01-04,109.919998,110.239998,108.349998,109.449997,102.808136,1198500
1,2016-01-05,110.169998,110.769997,109.160004,110.110001,103.428085,1078000
2,2016-01-06,108.419998,109.68,108.239998,109.230003,102.601486,575100
3,2016-01-07,107.339996,108.440002,105.139999,105.290001,98.900566,1087900
4,2016-01-08,105.75,105.93,102.040001,102.239998,96.035652,1421200
5,2016-01-11,103.019997,103.120003,100.75,101.830002,95.650543,1380100
6,2016-01-12,102.470001,103.150002,100.959999,102.419998,96.204742,1186100
7,2016-01-13,102.839996,103.730003,100.629997,101.040001,94.908493,1011400
8,2016-01-14,101.0,104.150002,100.349998,103.459999,97.181641,1263200
9,2016-01-15,100.68,103.300003,100.510002,102.860001,96.618042,953700
10,2016-01-19,103.940002,104.300003,102.93,103.860001,97.55735,1054400
11,2016-01-20,102.199997,102.82,98.400002,101.68,95.509644,886500
12,2016-01-21,102.0,103.32,100.879997,102.620003,96.392616,863000
13,2016-01-22,103.870003,104.870003,103.709999,104.839996,98.477875,708800
14,2016-01-25,104.629997,104.699997,103.720001,104.139999,97.820374,1024000
15,2016-01-26,104.309998,105.379997,104.010002,104.849998,98.487267,691100
16,2016-01-27,104.709999,105.18,102.470001,102.980003,96.730751,827800
17,2016-01-28,103.559998,103.68,101.650002,101.769997,95.594185,931500
18,2016-01-29,102.760002,105.860001,102.220001,105.800003,99.379646,1238100
19,2016-02-01,105.050003,107.389999,104.739998,106.919998,100.431656,986600
20,2016-02-02,106.010002,106.510002,103.290001,103.75,97.454033,854600
21,2016-02-03,104.489998,104.839996,100.870003,103.169998,96.909218,766700
22,2016-02-04,103.120003,104.160004,102.599998,103.669998,97.378876,584100
23,2016-02-05,103.269997,103.760002,99.529999,99.879997,93.818878,1049000
24,2016-02-08,99.120003,99.300003,92.809998,93.900002,88.201767,1683700
25,2016-02-09,92.650002,94.220001,92.260002,93.220001,87.563026,1781700
26,2016-02-10,93.940002,95.510002,93.010002,94.519997,88.784142,1549200
27,2016-02-11,93.959999,96.629997,91.720001,93.449997,87.779091,1635800
28,2016-02-12,95.300003,99.139999,95.300003,97.470001,91.555115,1402600
29,2016-02-16,98.970001,99.940002,97.610001,99.169998,93.151978,1327800
30,2016-02-17,100.089996,101.959999,99.489998,101.790001,95.612976,1054600
31,2016-02-18,102.220001,102.550003,100.410004,100.889999,94.767586,768100
32,2016-02-19,100.440002,101.139999,99.790001,100.989998,94.861496,1542500
33,2016-02-22,101.830002,103.669998,101.830002,103.360001,97.087685,923200
34,2016-02-23,103.260002,103.800003,102.080002,103.139999,96.88105,624200
35,2016-02-24,102.449997,104.540001,101.290001,104.440002,98.102142,788900
36,2016-02-25,103.800003,106.580002,103.800003,106.529999,100.065315,924600
37,2016-02-26,106.730003,107.080002,105.93,106.370003,99.915039,629900
38,2016-02-29,106.029999,106.529999,104.779999,104.879997,98.51548,652900
39,2016-03-01,105.589996,107.089996,105.18,106.489998,100.343498,637900
40,2016-03-02,105.989998,107.040001,105.410004,107.0,100.824059,595200
41,2016-03-03,106.699997,107.169998,105.919998,107.129997,100.946541,513100
42,2016-03-04,107.0,108.639999,105.970001,107.660004,101.445946,814800
43,2016-03-07,106.82,107.449997,105.129997,106.080002,99.957153,562100
44,2016-03-08,105.120003,106.139999,104.660004,106.0,99.881775,673500
45,2016-03-09,106.599998,107.0,106.040001,106.760002,100.5979,550000
46,2016-03-10,107.160004,107.68,105.519997,106.779999,100.616737,579000
47,2016-03-11,107.599998,108.550003,106.809998,108.449997,102.190361,1310800
48,2016-03-14,108.059998,110.0,107.519997,109.709999,103.377617,711200
49,2016-03-15,109.0,110.239998,108.629997,109.5,103.179741,650900
50,2016-03-16,108.82,110.400002,108.650002,110.129997,103.773399,575300
51,2016-03-17,109.919998,111.540001,109.830002,111.309998,104.885277,540800
52,2016-03-18,111.860001,113.029999,111.18,112.510002,106.016045,959300
53,2016-03-21,111.940002,112.589996,111.540001,112.220001,105.742767,590900
54,2016-03-22,111.580002,112.970001,111.089996,112.510002,106.016045,410400
55,2016-03-23,112.089996,112.660004,111.269997,111.540001,105.101997,1042200
56,2016-03-24,110.730003,111.25,109.089996,111.230003,104.809906,962900
57,2016-03-28,111.660004,112.309998,110.919998,111.949997,105.488342,367400
58,2016-03-29,111.550003,112.940002,111.07,112.849998,106.33638,308000
59,2016-03-30,113.57,114.18,112.879997,113.900002,107.325775,401000
60,2016-03-31,114.010002,114.669998,113.400002,114.290001,107.693283,532900
61,2016-04-01,113.839996,116.800003,113.57,116.589996,109.860512,726400
62,2016-04-04,116.589996,116.790001,115.129997,115.419998,108.758057,374100
63,2016-04-05,114.849998,115.540001,113.959999,114.57,107.95713,621400
64,2016-04-06,114.779999,115.5,113.93,115.449997,108.786316,509500
65,2016-04-07,114.449997,114.779999,113.169998,113.779999,107.212715,438800
66,2016-04-08,115.440002,115.589996,114.129997,115.019997,108.381149,710200
67,2016-04-11,115.339996,115.470001,113.650002,113.690002,107.127899,464300
68,2016-04-12,114.089996,114.089996,113.089996,113.480003,106.930023,448000
69,2016-04-13,114.279999,115.019997,113.5,114.949997,108.315193,407300
70,2016-04-14,115.18,117.220001,115.18,115.970001,109.276299,627000
71,2016-04-15,116.150002,116.5,115.449997,116.18,109.474174,471400
72,2016-04-18,115.800003,117.0,115.75,116.75,110.011292,316200
73,2016-04-19,116.980003,117.480003,116.050003,116.410004,109.690926,487900
74,2016-04-20,116.809998,117.68,116.400002,117.330002,110.557823,455200
75,2016-04-21,116.989998,117.07,115.82,115.910004,109.21978,463300
76,2016-04-22,115.300003,116.349998,114.989998,115.709999,109.031296,370500
77,2016-04-25,115.389999,116.419998,115.150002,116.309998,109.596672,435200
78,2016-04-26,116.760002,117.480003,116.5,117.18,110.416466,450200
79,2016-04-27,116.889999,118.75,116.860001,118.610001,111.763924,821700
80,2016-04-28,117.790001,122.550003,115.660004,120.32,113.375229,2611100
81,2016-04-29,120.059998,120.449997,118.839996,120.25,113.309273,969900
82,2016-05-02,120.349998,121.410004,119.68,121.220001,114.223274,709000
83,2016-05-03,120.43,120.720001,118.760002,120.089996,113.158501,816800
84,2016-05-04,119.089996,119.760002,118.339996,119.300003,112.414108,598200
85,2016-05-05,119.349998,120.220001,119.300003,120.040001,113.111397,541900
86,2016-05-06,119.080002,120.25,118.5,119.919998,112.998299,655700
87,2016-05-09,119.639999,121.279999,119.230003,120.970001,113.987701,658900
88,2016-05-10,121.93,124.650002,121.239998,124.589996,117.398773,1123700
89,2016-05-11,124.540001,124.75,122.139999,122.18,115.127884,850500
90,2016-05-12,122.809998,123.32,121.410004,122.650002,115.570747,620100
91,2016-05-13,122.660004,123.300003,121.860001,122.589996,115.514214,664800
92,2016-05-16,122.440002,124.080002,122.379997,123.690002,116.550713,746500
93,2016-05-17,123.400002,123.989998,122.32,122.940002,115.844009,733000
94,2016-05-18,122.75,123.559998,121.75,122.410004,115.344589,672600
95,2016-05-19,122.5,122.980003,121.330002,122.550003,115.476517,502400
96,2016-05-20,123.349998,123.669998,122.139999,122.879997,115.787483,690600
97,2016-05-23,122.629997,122.720001,121.919998,122.389999,115.636299,391200
98,2016-05-24,123.150002,125.269997,122.550003,125.160004,118.253448,559300
99,2016-05-25,125.540001,125.860001,124.669998,124.889999,117.998337,601800
100,2016-05-26,124.879997,125.330002,124.699997,125.07,118.168427,561100
101,2016-05-27,125.129997,126.510002,124.889999,126.290001,119.321106,493400
102,2016-05-31,126.089996,126.25,124.970001,125.730003,118.791992,740100
103,2016-06-01,125.300003,125.730003,124.709999,125.489998,118.565239,384400
104,2016-06-02,125.449997,126.330002,124.989998,126.309998,119.340004,450700
105,2016-06-03,125.830002,125.879997,124.43,125.199997,118.291229,434700
106,2016-06-06,125.669998,126.379997,125.18,125.82,118.877022,438000
107,2016-06-07,125.82,125.980003,124.650002,125.169998,118.262878,611700
108,2016-06-08,124.970001,126.099998,124.970001,125.959999,119.009293,655300
109,2016-06-09,125.470001,125.989998,124.800003,125.940002,118.99041,503100
110,2016-06-10,125.129997,125.919998,123.620003,123.900002,117.062973,760900
111,2016-06-13,123.57,124.870003,123.220001,123.389999,116.581116,662200
112,2016-06-14,123.410004,124.120003,121.830002,122.370003,115.617386,1012500
113,2016-06-15,122.650002,122.779999,121.089996,121.57,114.861534,1009800
114,2016-06-16,120.919998,122.529999,120.25,122.349998,115.598511,792400
115,2016-06-17,122.790001,123.370003,121.800003,122.650002,115.881958,1577900
116,2016-06-20,123.870003,125.809998,123.400002,124.190002,117.336983,657500
117,2016-06-21,124.43,125.339996,124.209999,124.959999,118.064476,462300
118,2016-06-22,124.900002,125.82,124.43,125.150002,118.244011,605700
119,2016-06-23,126.349998,126.959999,125.620003,126.959999,119.954109,506800
120,2016-06-24,122.300003,124.470001,121.790001,122.089996,115.352875,886400
121,2016-06-27,120.730003,120.870003,118.050003,118.629997,112.083778,902400
122,2016-06-28,119.889999,122.080002,119.129997,121.989998,115.258377,724900
123,2016-06-29,123.459999,125.919998,123.389999,125.699997,118.763634,893700
124,2016-06-30,125.830002,128.410004,125.629997,128.399994,121.314667,932300
125,2016-07-01,128.149994,129.270004,127.910004,128.470001,121.380806,481100
126,2016-07-05,127.849998,129.380005,127.849998,128.899994,121.787048,675400
127,2016-07-06,128.639999,130.279999,128.190002,130.039993,122.864128,579600
128,2016-07-07,129.929993,130.820007,129.600006,130.410004,123.213737,571000
129,2016-07-08,131.490005,132.669998,130.809998,132.240005,124.942772,744100
130,2016-07-11,132.800003,132.800003,131.809998,132.449997,125.141167,474300
131,2016-07-12,133.160004,133.630005,132.279999,133.369995,126.010399,638200
132,2016-07-13,133.979996,135.229996,133.339996,133.419998,126.057655,714000
133,2016-07-14,134.809998,134.970001,133.410004,133.619995,126.24659,578400
134,2016-07-15,134.070007,134.699997,133.619995,134.050003,126.652878,477400
135,2016-07-18,134.050003,134.550003,133.440002,133.929993,126.53949,479500
136,2016-07-19,133.710007,134.600006,133.509995,134.539993,127.115845,448700
