,Date,Open,High,Low,Close,Adj Close,Volume
0,2016-01-01,130.110001,131.940002,124.699997,125.400002,110.349823,34122400.0
1,2016-01-08,126.440002,128.800003,118.199997,119.620003,105.263512,41933100.0
2,2016-01-15,117.120003,121.940002,113.589996,120.220001,105.791496,37191000.0
3,2016-01-22,121.639999,124.669998,120.309998,122.279999,107.604256,26187400.0
4,2016-01-29,123.169998,127.089996,119.449997,121.110001,106.574707,34780000.0
5,2016-02-05,120.889999,121.0,109.620003,113.269997,99.675613,38731900.0
6,2016-02-12,114.879997,121.68,113.519997,119.970001,105.571526,22759400.0
7,2016-02-19,119.82,127.190002,118.75,126.860001,111.634598,37075400.0
8,2016-02-26,127.589996,127.75,123.980003,126.800003,111.581818,24077600.0
9,2016-03-04,127.370003,128.199997,124.309998,125.889999,110.781013,24441000.0
10,2016-03-11,126.970001,131.190002,126.730003,130.880005,115.805428,20054200.0
11,2016-03-18,131.139999,132.130005,129.460007,130.460007,115.433838,22906700.0
12,2016-03-25,130.600006,134.289993,130.490005,133.429993,118.061722,12850700.0
13,2016-04-01,133.100006,136.229996,133.100006,133.869995,118.451042,19194100.0
14,2016-04-08,134.619995,135.080002,132.880005,134.369995,118.893448,19156600.0
15,2016-04-15,134.410004,137.0,133.970001,134.600006,119.096985,20425100.0
16,2016-04-22,134.850006,136.279999,132.490005,132.729996,117.442352,19565200.0
17,2016-04-29,132.710007,136.25,131.75,134.669998,119.158913,18970200.0
18,2016-05-06,134.479996,137.820007,133.100006,134.190002,118.734207,21985900.0
19,2016-05-13,133.809998,136.550003,130.020004,131.729996,116.557549,42516300.0
20,2016-05-20,131.889999,134.520004,131.300003,134.050003,118.610352,23140100.0
21,2016-05-27,134.070007,134.899994,131.149994,132.410004,117.159233,18995000.0
22,2016-06-03,132.529999,132.729996,128.470001,129.300003,114.999847,23834500.0
23,2016-06-10,128.449997,129.449997,124.709999,127.360001,113.274399,25632200.0
24,2016-06-17,127.519997,129.100006,126.730003,128.289993,114.101555,23531300.0
